term	set_size	overlap	pval	padj
GO_BP::GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	117	28	0.0004387087893870015	0.01490853691180618
Immune::GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN	117	28	0.0004387087893870015	0.01490853691180618
GO_BP::GOBP_RESPONSE_TO_AMYLOID_BETA	29	11	0.00043886980667822535	0.01490853691180618
GO_BP::GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	38	13	0.00044009719301448316	0.01490853691180618
GO_BP::GOBP_ANATOMICAL_STRUCTURE_MATURATION	152	34	0.00044240059082451244	0.014920253554267406
Immune::GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN	73	20	0.0004463857885866806	0.014988336918976561
Immune::GSE21063_WT_VS_NFATC1_KO_3H_ANTI_IGM_STIM_BCELL_UP	123	29	0.0004561653575893455	0.015249527875201717
Immune::SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_2_TO_4DY_UP	43	14	0.000478008805963452	0.01590996995219839
Immune::GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP	135	31	0.0004823062273059453	0.01598320897619963
Immune::GSE3039_CD4_TCELL_VS_B2_BCELL_UP	141	32	0.0004912975227915704	0.016128296722568568
GO_BP::GOBP_FOREBRAIN_DEVELOPMENT	296	57	0.0004925986410165268	0.016128296722568568
GO_BP::GOBP_DETOXIFICATION_OF_COPPER_ION	10	6	0.0004972644620576769	0.016128296722568568
GO_BP::GOBP_NEGATIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	10	6	0.0004972644620576769	0.016128296722568568
Reactome::REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	10	6	0.0004972644620576769	0.016128296722568568
GO_BP::GOBP_SIALYLATION	7	5	0.0005037461038569891	0.01617929847656585
Immune::RICHERT_PBMC_HIV_LIPO_5_AGE_37_48YO_STIMULATED_VS_UNSTIMULATED_0W_14W_METALLOTHIONEIN_SUBSET_UP	7	5	0.0005037461038569891	0.01617929847656585
GO_BP::GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	79	21	0.0005066591511169718	0.01617929847656585
GO_BP::GOBP_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	21	9	0.0005094504899469699	0.01617929847656585
Reactome::REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	21	9	0.0005094504899469699	0.01617929847656585
GO_BP::GOBP_SENSORY_ORGAN_DEVELOPMENT	362	67	0.0005291228405272312	0.01673433315559567
GO_BP::GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	74	20	0.0005411651834464066	0.017044467058795504
Immune::GSE40274_FOXP3_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	136	31	0.00055155924762149	0.01730034808794649
GO_BP::GOBP_NEURON_PROJECTION_EXTENSION	148	33	0.0005655196485276051	0.017593431677866964
Immune::GSE16385_MONOCYTE_VS_MACROPHAGE_DN	148	33	0.0005655196485276051	0.017593431677866964
GO_BP::GOBP_RESPONSE_TO_SALT	247	49	0.0005968932900581609	0.018493986409850824
GO_BP::GOBP_NEGATIVE_REGULATION_OF_TRANSPORT	292	56	0.0006090795254605329	0.01874149671466342
GO_BP::GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH	91	23	0.0006122582894189441	0.01874149671466342
Immune::GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	91	23	0.0006122582894189441	0.01874149671466342
Reactome::REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	44	14	0.0006216448991824831	0.01895270968627554
Immune::GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN	108	26	0.0006272991160546134	0.01903438798634321
Immune::FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_DN	173	37	0.0006345205017615269	0.01903438798634321
GO_BP::GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	54	16	0.0006366105713181797	0.01903438798634321
GO_BP::GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION	54	16	0.0006366105713181797	0.01903438798634321
Immune::GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_UP	143	32	0.0006368104088844815	0.01903438798634321
Immune::GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP	149	33	0.000641231297497398	0.019091659959082685
Reactome::REACTOME_DEVELOPMENTAL_BIOLOGY	762	125	0.0006537900533715419	0.0193898357462953
Immune::GSE6259_DEC205_POS_DC_VS_CD8_TCELL_DN	103	25	0.0006951582032968866	0.020536805525305693
GO_BP::GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION	236	47	0.0006989734719575186	0.020569790746178405
GO_BP::GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	35	12	0.0007098939577304822	0.02066353753558586
GO_BP::GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	14	7	0.0007102921587934263	0.02066353753558586
GO_BP::GOBP_NEGATIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	14	7	0.0007102921587934263	0.02066353753558586
Immune::GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN	144	32	0.0007228654615015535	0.020870002074109245
Immune::GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN	144	32	0.0007228654615015535	0.020870002074109245
GO_BP::GOBP_NEGATIVE_REGULATION_OF_GROWTH	181	38	0.0007844494947169585	0.022454360531771946
GO_BP::GOBP_NEGATIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	18	8	0.0007844927369895431	0.022454360531771946
GO_BP::GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	250	49	0.0007895875844945987	0.022454360531771946
GO_BP::GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION	127	29	0.0007940526071811839	0.022454360531771946
Immune::GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_17H_UP	127	29	0.0007940526071811839	0.022454360531771946
Reactome::REACTOME_NEUREXINS_AND_NEUROLIGINS	55	16	0.0007954181768011578	0.022454360531771946
GO_BP::GOBP_DENDRITE_DEVELOPMENT	206	42	0.0008037093903431301	0.022496454083927555
GO_BP::GOBP_ADULT_BEHAVIOR	104	25	0.0008088197484511742	0.022496454083927555
Immune::GSE43863_NAIVE_VS_MEMORY_TH1_CD4_TCELL_D150_LCMV_UP	104	25	0.0008088197484511742	0.022496454083927555
GO_BP::GOBP_PEPTIDYL_TYROSINE_MODIFICATION	163	35	0.0008127035926064155	0.022496454083927555
Immune::GSE7852_TREG_VS_TCONV_THYMUS_UP	139	31	0.0008146183845662563	0.022496454083927555
Immune::KAECH_NAIVE_VS_MEMORY_CD8_TCELL_DN	139	31	0.0008146183845662563	0.022496454083927555
Immune::GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP	110	26	0.0008423589339424412	0.023178555214834966
GO_BP::GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	82	21	0.0008628183107460767	0.023656119296786318
GO_BP::GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH	232	46	0.0008727236817186329	0.02384193513282946
Immune::GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_24H_UP	122	28	0.0008909568183588465	0.024237111875635663
GO_BP::GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	66	18	0.0008967286209563445	0.024237111875635663
GO_BP::GOBP_ASSOCIATIVE_LEARNING	66	18	0.0008967286209563445	0.024237111875635663
GO_BP::GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	77	20	0.0009371229484378417	0.025239403226124488
GO_BP::GOBP_ASTROCYTE_DIFFERENTIATION	61	17	0.0009462747161361983	0.02530703819786001
Reactome::REACTOME_COLLAGEN_FORMATION	61	17	0.0009462747161361983	0.02530703819786001
GO_BP::GOBP_ERK1_AND_ERK2_CASCADE	189	39	0.0009548836772378305	0.025447983873799804
GO_BP::GOBP_ACTIN_FILAMENT_ORGANIZATION	350	64	0.000961257279522276	0.025528581827591594
Immune::GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_DN	111	26	0.0009721084888702227	0.025727121188086243
Reactome::REACTOME_RESPONSE_TO_METAL_IONS	11	6	0.0009786697736957767	0.025811145381000725
GO_BP::GOBP_CELLULAR_RESPONSE_TO_AMYLOID_BETA	27	10	0.0009912545998121947	0.025844825679863206
GO_BP::GOBP_LIGAND_GATED_ION_CHANNEL_SIGNALING_PATHWAY	27	10	0.0009912545998121947	0.025844825679863206
Reactome::REACTOME_NGF_STIMULATED_TRANSCRIPTION	27	10	0.0009912545998121947	0.025844825679863206
GO_BP::GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS	117	27	0.0009988803373159314	0.025844825679863206
Immune::GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN	117	27	0.0009988803373159314	0.025844825679863206
GO_BP::GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	41	13	0.0010002917312463455	0.025844825679863206
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	298	56	0.001007952651795095	0.025954780783723697
GO_BP::GOBP_LONG_TERM_SYNAPTIC_POTENTIATION	72	19	0.0010121207214693847	0.025974357370503874
Immune::GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN	123	28	0.001019105880480384	0.02606585577523989
Immune::GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_DN	141	31	0.0010458674662943885	0.026660875679250268
Immune::GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_DN	106	25	0.0010853398530349637	0.02737575583822378
GO_BP::GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS	67	18	0.0010856816398882112	0.02737575583822378
GO_BP::GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE	67	18	0.0010856816398882112	0.02737575583822378
GO_BP::GOBP_SIGNAL_RELEASE	299	56	0.0010932923850770335	0.02737575583822378
GO_BP::GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	89	22	0.0010954612346704608	0.02737575583822378
GO_BP::GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	89	22	0.0010954612346704608	0.02737575583822378
GO_BP::GOBP_INORGANIC_ION_HOMEOSTASIS	352	64	0.001115907674826282	0.02768932452944771
Immune::GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_UP	112	26	0.001118845973168979	0.02768932452944771
GO_BP::GOBP_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	23	9	0.0011225401836262585	0.02768932452944771
GO_BP::GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	23	9	0.0011225401836262585	0.02768932452944771
GO_BP::GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	32	11	0.0011480721778490423	0.028136997233329263
GO_BP::GOBP_LONG_TERM_MEMORY	32	11	0.0011480721778490423	0.028136997233329263
Immune::GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_DN	95	23	0.0011580708808615265	0.028200690907113597
Immune::GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP	95	23	0.0011580708808615265	0.028200690907113597
Immune::FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_DN	124	28	0.0011629777810344389	0.02822998932179775
Immune::GSE37301_HEMATOPOIETIC_STEM_CELL_VS_RAG2_KO_NK_CELL_DN	136	30	0.00118088156049833	0.02850020325454458
Immune::GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_UP	142	31	0.0011815880646072012	0.02850020325454458
GO_BP::GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	15	7	0.0011891341511433384	0.02850133721013955
GO_BP::GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	15	7	0.0011891341511433384	0.02850133721013955
GO_BP::GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	274	52	0.0011928531317284856	0.02850133721013955
GO_BP::GOBP_CELLULAR_RESPONSE_TO_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_STIMULUS	8	5	0.001205118406787907	0.02868328549114628
GO_BP::GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	19	8	0.0012079945739514504	0.02868328549114628
GO_BP::GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION	606	101	0.0012363633678289694	0.029265719222336662
GO_BP::GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	52	15	0.0012625629970508306	0.029793359639385238
Reactome::REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	47	14	0.0012888426160331467	0.030319624751248903
GO_BP::GOBP_DETECTION_OF_STIMULUS	119	27	0.0013081848566328207	0.03058727007651211
GO_BP::GOBP_REGULATION_OF_CELL_SIZE	155	33	0.001311891727877914	0.03058727007651211
GO_BP::GOBP_TELENCEPHALON_DEVELOPMENT	211	42	0.0013184762389808183	0.03058727007651211
Immune::GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP	125	28	0.0013241346245127772	0.03058727007651211
GO_BP::GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT	149	32	0.001324297969725662	0.03058727007651211
Immune::GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_DN	149	32	0.001324297969725662	0.03058727007651211
Immune::GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_DN	143	31	0.00133237473717331	0.030660087038408463
Immune::GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP	137	30	0.0013354957880807674	0.030660087038408463
GO_BP::GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	85	21	0.001416429817212343	0.032420504705082516
Immune::GSE45365_NK_CELL_VS_CD8A_DC_MCMV_INFECTION_UP	108	25	0.0014400278649560473	0.032861953253577825
GO_BP::GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	156	33	0.0014691641955883964	0.033359695024245586
Immune::GSE24671_CTRL_VS_BAKIMULC_INFECTED_MOUSE_SPLENOCYTES_DN	114	26	0.0014705926958995693	0.033359695024245586
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH	150	32	0.0014866217366165358	0.03362323702222919
Immune::GSE21033_CTRL_VS_POLYIC_STIM_DC_1H_UP	126	28	0.0015042503620176135	0.033791427319481884
Immune::GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN	138	30	0.001507358342774054	0.033791427319481884
Immune::GSE29618_PDC_VS_MDC_DN	138	30	0.001507358342774054	0.033791427319481884
GO_BP::GOBP_CELL_RECOGNITION	80	20	0.001559504027241271	0.03479666785473312
GO_BP::GOBP_MEMBRANE_DEPOLARIZATION	53	15	0.001561330412794375	0.03479666785473312
GO_BP::GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	38	12	0.0016130575400260707	0.03576379955957183
Reactome::REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	48	14	0.001614110082457716	0.03576379955957183
GO_BP::GOBP_SENSORY_PERCEPTION_OF_PAIN	43	13	0.0016356998139668679	0.0360326704683684
GO_BP::GOBP_TRANSMISSION_OF_NERVE_IMPULSE	43	13	0.0016356998139668679	0.0360326704683684
Immune::GSE9037_WT_VS_IRAK4_KO_LPS_4H_STIM_BMDM_DN	157	33	0.0016425489223305752	0.036079273446696376
GO_BP::GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	86	21	0.001658229716353313	0.036319042810474
GO_BP::GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	466	80	0.0016646974596550089	0.0363562293337836
GO_BP::GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	115	26	0.0016795989886088452	0.036472659519021705
Immune::GSE36078_UNTREATED_VS_AD5_INF_MOUSE_LUNG_DC_UP	115	26	0.0016795989886088452	0.036472659519021705
GO_BP::GOBP_CARDIAC_CONDUCTION	64	17	0.0016902860940884252	0.03660045627597153
Immune::GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_UP	139	30	0.0016980207165927142	0.036610124962832835
Immune::GSE2405_S_AUREUS_VS_A_PHAGOCYTOPHILUM_NEUTROPHIL_UP	127	28	0.001705114373486504	0.036610124962832835
Immune::GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_UP	133	29	0.001705142267358391	0.036610124962832835
GO_BP::GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS	92	22	0.0017395077078884702	0.037243055476196406
GO_BP::GOBP_HEART_DEVELOPMENT	419	73	0.0017479009708196553	0.03731793053105718
GO_BP::GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	20	8	0.001795259344054918	0.03811550618492085
Immune::HOFT_PBMC_TICE_BCG_RBCG_AG85A_AG85B_AGE_18_40YO_CORRELATED_WITH_WHOLE_BLOOD_BACTERICIDAL_ACTIVITY_NEGATIVE	20	8	0.001795259344054918	0.03811550618492085
Reactome::REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	81	20	0.0018329187973196094	0.03880696409213906
GO_BP::GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS	183	37	0.0018579544507165919	0.03921497091539513
GO_BP::GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	29	10	0.0018624795947747358	0.03921497091539513
GO_BP::GOBP_MESODERMAL_CELL_DIFFERENTIATION	16	7	0.0018880609928101353	0.039319128107100684
GO_BP::GOBP_MOTOR_NEURON_AXON_GUIDANCE	16	7	0.0018880609928101353	0.039319128107100684
GO_BP::GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT	16	7	0.0018880609928101353	0.039319128107100684
GO_BP::GOBP_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	16	7	0.0018880609928101353	0.039319128107100684
Immune::GSE23984_CTRL_VS_HYPOCALEMIC_VITAMIND_ANALOG_TCELL_DN	177	36	0.0019078099208758048	0.0395418887449513
Immune::GSE2585_CTEC_VS_MTEC_THYMUS_DN	140	30	0.001909133437174243	0.0395418887449513
Immune::GSE2706_UNSTIM_VS_2H_R848_DC_DN	122	27	0.0019260219242730986	0.039783574815202054
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	280	52	0.0019471358736015219	0.040110998996191354
GO_BP::GOBP_MEMBRANE_REPOLARIZATION	34	11	0.002011311658164666	0.04121026198529862
Reactome::REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	34	11	0.002011311658164666	0.04121026198529862
Reactome::REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	76	19	0.002019448427654329	0.04126604803104905
GO_BP::GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	44	13	0.0020609486491990296	0.0417780601175399
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	44	13	0.0020609486491990296	0.0417780601175399
Reactome::REACTOME_ION_HOMEOSTASIS	44	13	0.0020609486491990296	0.0417780601175399
GO_BP::GOBP_RESPONSE_TO_CALCIUM_ION	105	24	0.002125493272708505	0.04297217433576717
GO_BP::GOBP_CELL_MATURATION	111	25	0.0021569300899397198	0.043056263668111446
Reactome::REACTOME_SIGNALING_BY_NTRKS	111	25	0.0021569300899397198	0.043056263668111446
Immune::GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_DN	111	25	0.0021569300899397198	0.043056263668111446
Immune::GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_UP	111	25	0.0021569300899397198	0.043056263668111446
Immune::GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP	135	29	0.00216354618012158	0.043056263668111446
Immune::GSE29618_MONOCYTE_VS_PDC_UP	135	29	0.00216354618012158	0.043056263668111446
Immune::GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_UP	123	27	0.0021810920615898	0.04329240545166004
GO_BP::GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	25	9	0.0022258863867154477	0.044066768933883484
GO_BP::GOBP_WOUND_HEALING	249	47	0.002234313996525113	0.04411901886402697
GO_BP::GOBP_CELL_MATRIX_ADHESION	160	33	0.0022731255387806962	0.0447694130661149
GO_BP::GOBP_CELLULAR_COMPONENT_MAINTENANCE	55	15	0.002337582032841744	0.04580218574375263
GO_BP::GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	55	15	0.002337582032841744	0.04580218574375263
GO_BP::GOBP_REGULATION_OF_AXON_EXTENSION	77	19	0.002374003326018348	0.046370402887531734
GO_BP::GOBP_CELLULAR_RESPONSE_TO_SALT	142	30	0.0023998219126083174	0.046370402887531734
Immune::GSE3982_NKCELL_VS_TH1_UP	142	30	0.0023998219126083174	0.046370402887531734
Immune::GSE18804_BRAIN_VS_COLON_TUMORAL_MACROPHAGE_UP	136	29	0.0024298758433839605	0.046370402887531734
Immune::GSE360_CTRL_VS_M_TUBERCULOSIS_DC_DN	136	29	0.0024298758433839605	0.046370402887531734
GO_BP::GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	9	5	0.002433503169117383	0.046370402887531734
GO_BP::GOBP_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY	9	5	0.002433503169117383	0.046370402887531734
GO_BP::GOBP_NETRIN_ACTIVATED_SIGNALING_PATHWAY	9	5	0.002433503169117383	0.046370402887531734
GO_BP::GOBP_REGULATION_OF_CELL_PROJECTION_SIZE	9	5	0.002433503169117383	0.046370402887531734
GO_BP::GOBP_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	9	5	0.002433503169117383	0.046370402887531734
Reactome::REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	9	5	0.002433503169117383	0.046370402887531734
Immune::GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_DN	112	25	0.002455230123494534	0.046667740651559445
Immune::GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	124	27	0.002464484696383559	0.04672712028814798
GO_BP::GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	50	14	0.0024707258994614376	0.046729212917357515
GO_BP::GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	30	10	0.0024859139267694604	0.0467842862958934
GO_BP::GOBP_SYNAPSE_MATURATION	30	10	0.0024859139267694604	0.0467842862958934
Immune::GSE3720_UNSTIM_VS_LPS_STIM_VD2_GAMMADELTA_TCELL_DN	83	20	0.002502686782681305	0.046983937580287946
GO_BP::GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	45	13	0.0025731147189646765	0.047967162278329
GO_BP::GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	45	13	0.0025731147189646765	0.047967162278329
Immune::GSE22935_WT_VS_MYD88_KO_MACROPHAGE_DN	155	32	0.0025827779341786304	0.047967162278329
Reactome::REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	21	8	0.0025865263311982706	0.047967162278329
Immune::HARALAMBIEVA_PBMC_M_M_R_II_AGE_13_16YO_STIMULATED_VS_UNSTIMULATED_3_TO_7YR_POST_TOP_DEG_UP	21	8	0.0025865263311982706	0.047967162278329
GO_BP::GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	72	18	0.002617615863901225	0.04842589348217266
GO_BP::GOBP_SMOOTH_MUSCLE_CONTRACTION	61	16	0.002627970177412895	0.04849973048968786
Immune::GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_UP	143	30	0.0026832149680335407	0.049280637316509994
Immune::GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP	143	30	0.0026832149680335407	0.049280637316509994
GO_BP::GOBP_NEURON_MIGRATION	137	29	0.0027237371545301837	0.04988555036490634
Immune::GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP	101	23	0.0027357858898623523	0.04988555036490634
Immune::GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	101	23	0.0027357858898623523	0.04988555036490634
GO_BP::GOBP_RESPONSE_TO_LIPID	537	89	0.002755860735331891	0.04989703030591453
GO_BP::GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	131	28	0.002756054809602469	0.04989703030591453
Reactome::REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	131	28	0.002756054809602469	0.04989703030591453
