term	set_size	overlap	pval	padj
Immune::GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP	155	35	0.003922623775394753	0.03767566552701468
Immune::GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP	155	35	0.003922623775394753	0.03767566552701468
Immune::GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_DN	144	33	0.00392853379241441	0.03767566552701468
Immune::GSE20715_WT_VS_TLR4_KO_48H_OZONE_LUNG_UP	144	33	0.00392853379241441	0.03767566552701468
GO_BP::GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	200	43	0.003984976860017596	0.03808403416484023
Immune::GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_DN	117	28	0.003985264256258823	0.03808403416484023
Immune::GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_16H_DN	117	28	0.003985264256258823	0.03808403416484023
Immune::GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_DN	172	38	0.004056499887080358	0.03871895577798332
GO_BP::GOBP_REGULATION_OF_LIPASE_ACTIVITY	46	14	0.004079673781145924	0.03889417447786698
Immune::GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_DN	96	24	0.004089038961208817	0.0389374877497184
Immune::GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP	128	30	0.004097329830700844	0.038970481016383174
GO_BP::GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	161	36	0.004121700976258508	0.039064243407614385
Immune::GSE7852_THYMUS_VS_FAT_TCONV_DN	161	36	0.004121700976258508	0.039064243407614385
Immune::GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_DN	161	36	0.004121700976258508	0.039064243407614385
GO_BP::GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	139	32	0.004150680214074815	0.03924864455046724
Immune::GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	150	34	0.004155738834755355	0.03924864455046724
Immune::GSE8835_HEALTHY_VS_CLL_CD4_TCELL_UP	150	34	0.004155738834755355	0.03924864455046724
Immune::GSE6681_DELETED_FOXP3_VS_WT_TREG_UP	91	23	0.004219666051010799	0.039805845048962854
GO_BP::GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS	37	12	0.004303617179328921	0.04055041858002455
GO_BP::GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	51	15	0.004309736737380484	0.040560750762642664
Immune::GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_DN	156	35	0.004373964669726451	0.04074306723322473
GO_BP::GOBP_B_CELL_ACTIVATION	184	40	0.0043814424334814315	0.04074306723322473
Immune::GSE13522_WT_VS_IFNAR_KO_SKIN_DN	134	31	0.00438166585351421	0.04074306723322473
Immune::GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_DN	134	31	0.00438166585351421	0.04074306723322473
GO_BP::GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS	16	7	0.004390650246066859	0.04074306723322473
GO_BP::GOBP_MYOBLAST_PROLIFERATION	16	7	0.004390650246066859	0.04074306723322473
GO_BP::GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	16	7	0.004390650246066859	0.04074306723322473
GO_BP::GOBP_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	16	7	0.004390650246066859	0.04074306723322473
Immune::NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN	16	7	0.004390650246066859	0.04074306723322473
Immune::GSE23925_LIGHT_ZONE_VS_NAIVE_BCELL_UP	145	33	0.004400058849747972	0.04074306723322473
Immune::GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TREG_DN	145	33	0.004400058849747972	0.04074306723322473
Immune::GSE7460_CTRL_VS_TGFB_TREATED_ACT_TCONV_UP	145	33	0.004400058849747972	0.04074306723322473
GO_BP::GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	24	9	0.004404792284161634	0.04074306723322473
GO_BP::GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	24	9	0.004404792284161634	0.04074306723322473
Reactome::REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	24	9	0.004404792284161634	0.04074306723322473
GO_BP::GOBP_SECRETION	597	109	0.0044191715348657415	0.040829302224303046
Immune::GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_DN	81	21	0.004438029815692921	0.04095667515625181
GO_BP::GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	56	16	0.004461685541333134	0.04112798030395554
Immune::GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP	76	20	0.004516170935089388	0.04140100606962247
Immune::GSE21033_CTRL_VS_POLYIC_STIM_DC_1H_UP	118	28	0.004524165694129053	0.04140100606962247
Immune::GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	118	28	0.004524165694129053	0.04140100606962247
GO_BP::GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	20	8	0.0045454675980865986	0.04140100606962247
GO_BP::GOBP_PROTEIN_KINASE_A_SIGNALING	20	8	0.0045454675980865986	0.04140100606962247
GO_BP::GOBP_PROTEIN_REFOLDING	20	8	0.0045454675980865986	0.04140100606962247
GO_BP::GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	20	8	0.0045454675980865986	0.04140100606962247
GO_BP::GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM	20	8	0.0045454675980865986	0.04140100606962247
Reactome::REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	20	8	0.0045454675980865986	0.04140100606962247
Immune::HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_DN	20	8	0.0045454675980865986	0.04140100606962247
Immune::GSE11818_WT_VS_DICER_KO_TREG_UP	61	17	0.00454770184318949	0.04140100606962247
Immune::GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	71	19	0.004565631595817277	0.041517426955207784
GO_BP::GOBP_LEUKOCYTE_PROLIFERATION	213	45	0.004621314194321507	0.041804548392330484
Immune::GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_DN	151	34	0.0046394833571198335	0.041804548392330484
Immune::GSE3982_DC_VS_TH2_UP	151	34	0.0046394833571198335	0.041804548392330484
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	140	32	0.004655633247545793	0.041804548392330484
Immune::GSE22229_UNTREATED_VS_IMMUNOSUPP_THERAPY_RENAL_TRANSPLANT_PATIENT_PBMC_UP	140	32	0.004655633247545793	0.041804548392330484
Immune::GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_DN	140	32	0.004655633247545793	0.041804548392330484
Immune::GSE27241_WT_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	140	32	0.004655633247545793	0.041804548392330484
GO_BP::GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	773	137	0.004661775908678428	0.041804548392330484
GO_BP::GOBP_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	9	5	0.004669684538685089	0.041804548392330484
GO_BP::GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	9	5	0.004669684538685089	0.041804548392330484
GO_BP::GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	9	5	0.004669684538685089	0.041804548392330484
Reactome::REACTOME_CELLULAR_HEXOSE_TRANSPORT	9	5	0.004669684538685089	0.041804548392330484
Reactome::REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	9	5	0.004669684538685089	0.041804548392330484
Immune::GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_7MO_CORRELATED_WITH_ANTIBODY_RESPONSE_NEGATIVE	9	5	0.004669684538685089	0.041804548392330484
GO_BP::GOBP_CELL_GROWTH	360	70	0.004686886224061659	0.04191207780653145
Immune::GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_DN	97	24	0.004708696291613288	0.04206053379953242
Reactome::REACTOME_SIGNALING_BY_ERBB2	42	13	0.004740002466316413	0.042293392171828766
GO_BP::GOBP_EXPORT_FROM_CELL	580	106	0.004805773375201224	0.04283291391252747
GO_BP::GOBP_LIPID_LOCALIZATION	295	59	0.004824517628633786	0.042952568744451844
GO_BP::GOBP_REGULATION_OF_PHOSPHORYLATION	686	123	0.004854348388905609	0.04310692418579102
GO_BP::GOBP_CALCIUM_MEDIATED_SIGNALING	124	29	0.004868479100538876	0.04310692418579102
Immune::GSE2706_R848_VS_LPS_8H_STIM_DC_DN	124	29	0.004868479100538876	0.04310692418579102
Immune::GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN	124	29	0.004868479100538876	0.04310692418579102
Immune::GSE3982_DC_VS_NKCELL_UP	157	35	0.004868546731571692	0.04310692418579102
GO_BP::GOBP_PYRUVATE_METABOLIC_PROCESS	92	23	0.004877191655328705	0.04313616935025114
Immune::GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN	135	31	0.00492239216769972	0.04344078333789644
Immune::GSE9037_CTRL_VS_LPS_1H_STIM_BMDM_DN	135	31	0.00492239216769972	0.04344078333789644
GO_BP::GOBP_TISSUE_MORPHOGENESIS	325	64	0.004961167328675141	0.043718848523915756
Reactome::REACTOME_SELENOAMINO_ACID_METABOLISM	108	26	0.004964728680672538	0.043718848523915756
Immune::GSE36826_WT_VS_IL1R_KO_SKIN_UP	174	38	0.004971837724884317	0.04373375776518612
GO_BP::GOBP_ORGANIC_ACID_TRANSPORT	191	41	0.004988110214596918	0.04382915123272047
GO_BP::GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	272	55	0.005025593047783376	0.044110504196576916
GO_BP::GOBP_REGULATION_OF_MUSCLE_CONTRACTION	87	22	0.0050341258416125466	0.04413742255268329
GO_BP::GOBP_INTERLEUKIN_2_PRODUCTION	47	14	0.00505561379299529	0.0442777455297581
GO_BP::GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	163	36	0.005086983351127875	0.04445605038999739
Immune::GSE26669_CD4_VS_CD8_TCELL_IN_MLR_UP	163	36	0.005086983351127875	0.04445605038999739
Immune::GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_12H_DN	119	28	0.0051229374278266935	0.04472185916724384
GO_BP::GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	656	118	0.005161618018637807	0.04498648485456625
Immune::GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP	152	34	0.005169963832202784	0.04498648485456625
Immune::GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_UP	152	34	0.005169963832202784	0.04498648485456625
Immune::GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN	103	25	0.005185954486244945	0.04507705325772651
Immune::GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_UP	130	30	0.0052001146771370865	0.045104053997710065
GO_BP::GOBP_T_CELL_PROLIFERATION	141	32	0.005211403390695169	0.045104053997710065
Immune::GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_DN	141	32	0.005211403390695169	0.045104053997710065
Immune::GSE43863_TFH_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_UP	141	32	0.005211403390695169	0.045104053997710065
GO_BP::GOBP_NEUROINFLAMMATORY_RESPONSE	52	15	0.00526712667879464	0.04553752455167742
Immune::GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TREG_DN	169	37	0.0052946458351480355	0.0456776336739534
Immune::GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_UP	169	37	0.0052946458351480355	0.0456776336739534
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	374	72	0.005357686624752845	0.04617216594971102
GO_BP::GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	72	19	0.005383834877327698	0.04629868651163063
GO_BP::GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	72	19	0.005383834877327698	0.04629868651163063
GO_BP::GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	57	16	0.005391247694411025	0.04631311184294577
Immune::GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_DN	158	35	0.005409545820452409	0.04642091657827121
GO_BP::GOBP_BONE_MINERALIZATION	67	18	0.005437003058761914	0.04655330573943085
GO_BP::GOBP_ASTROCYTE_DEVELOPMENT	29	10	0.00547101092735352	0.04655330573943085
GO_BP::GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	29	10	0.00547101092735352	0.04655330573943085
GO_BP::GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	29	10	0.00547101092735352	0.04655330573943085
GO_BP::GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	29	10	0.00547101092735352	0.04655330573943085
GO_BP::GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	38	12	0.005481037130761258	0.04655330573943085
GO_BP::GOBP_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	38	12	0.005481037130761258	0.04655330573943085
Immune::GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_DP_THYMOCYTES_UP	147	33	0.005487598187747998	0.04655330573943085
Immune::GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_UP	147	33	0.005487598187747998	0.04655330573943085
GO_BP::GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	125	29	0.005488389729280269	0.04655330573943085
Immune::GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_UP	125	29	0.005488389729280269	0.04655330573943085
Immune::GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN	136	31	0.005518128626743049	0.046756441407083016
GO_BP::GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	423	80	0.005568100158625197	0.047130407527147235
GO_BP::GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	93	23	0.005617592393566824	0.04749953777806503
Immune::GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN	153	34	0.005750620154332168	0.0484720853300963
Immune::GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_UP	153	34	0.005750620154332168	0.0484720853300963
Immune::GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_UP	153	34	0.005750620154332168	0.0484720853300963
Immune::GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN	120	28	0.005786568162282545	0.04867347699003287
Immune::GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN	120	28	0.005786568162282545	0.04867347699003287
Immune::GSE2706_R848_VS_LPS_2H_STIM_DC_DN	88	22	0.005820917776153096	0.048822725805616494
Immune::GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_UP	142	32	0.00582186598267459	0.048822725805616494
GO_BP::GOBP_HEART_MORPHOGENESIS	131	30	0.005838698676754649	0.048822725805616494
GO_BP::GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	131	30	0.005838698676754649	0.048822725805616494
Immune::GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_UP	131	30	0.005838698676754649	0.048822725805616494
Immune::GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_UP	170	37	0.005852680938679476	0.048822725805616494
Immune::GSE30971_WBP7_HET_VS_KO_MACROPHAGE_4H_LPS_STIM_DN	170	37	0.005852680938679476	0.048822725805616494
Immune::GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	170	37	0.005852680938679476	0.048822725805616494
GO_BP::GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	104	25	0.005915987955645903	0.04919991277848814
GO_BP::GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	43	13	0.005916175270329657	0.04919991277848814
GO_BP::GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	43	13	0.005916175270329657	0.04919991277848814
Immune::GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_UP	239	49	0.005934533694076147	0.049301810267144947
Immune::GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN	159	35	0.006000277539438337	0.04978058370224399
GO_BP::GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	25	9	0.006016823491441502	0.04978058370224399
GO_BP::GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	25	9	0.006016823491441502	0.04978058370224399
GO_BP::GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT	25	9	0.006016823491441502	0.04978058370224399
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	382	73	0.00609029921481255	0.04994493979236968
GO_BP::GOBP_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS	13	6	0.006100635153356207	0.04994493979236968
GO_BP::GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	13	6	0.006100635153356207	0.04994493979236968
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	13	6	0.006100635153356207	0.04994493979236968
GO_BP::GOBP_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	13	6	0.006100635153356207	0.04994493979236968
GO_BP::GOBP_POSITIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	13	6	0.006100635153356207	0.04994493979236968
GO_BP::GOBP_REGULATION_OF_CALCIUM_ION_IMPORT	13	6	0.006100635153356207	0.04994493979236968
GO_BP::GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	13	6	0.006100635153356207	0.04994493979236968
GO_BP::GOBP_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE	13	6	0.006100635153356207	0.04994493979236968
Reactome::REACTOME_ANTIMICROBIAL_PEPTIDES	13	6	0.006100635153356207	0.04994493979236968
Immune::GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN	148	33	0.006110910280478173	0.04994493979236968
Immune::GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_DN	148	33	0.006110910280478173	0.04994493979236968
