term	set_size	overlap	pval	padj
GO_BP::GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	326	74	3.195826987994982e-05	0.0012502421456369556
Immune::GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	103	31	3.1972964702503175e-05	0.0012502421456369556
Immune::GSE25123_WT_VS_PPARG_KO_MACROPHAGE_ROSIGLITAZONE_STIM_UP	187	48	3.2049550977938056e-05	0.0012502421456369556
Immune::GSE2826_WT_VS_BTK_KO_BCELL_DN	132	37	3.346237524065047e-05	0.0012990801926358294
Immune::GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	137	38	3.4038078583640404e-05	0.0013026421069331578
Immune::GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_DN	137	38	3.4038078583640404e-05	0.0013026421069331578
Immune::GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_UP	137	38	3.4038078583640404e-05	0.0013026421069331578
Immune::GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_DN	147	40	3.4667904549384416e-05	0.0013087162515681091
Immune::GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_6H_UP	147	40	3.4667904549384416e-05	0.0013087162515681091
Immune::GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	157	42	3.468300654310531e-05	0.0013087162515681091
Immune::GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_DN	99	30	3.692418544771478e-05	0.0013803833217143372
Immune::ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GTE_200_VS_LTE_200_1DY_UP	99	30	3.692418544771478e-05	0.0013803833217143372
Immune::GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_DN	72	24	3.961956823051429e-05	0.001474322642679276
GO_BP::GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	133	37	4.0028885113957615e-05	0.0014759509008913595
Immune::GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	133	37	4.0028885113957615e-05	0.0014759509008913595
GO_BP::GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	81	26	4.028355893623311e-05	0.001478589720045829
Immune::GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP	158	42	4.0773963191221284e-05	0.001480192480873456
Immune::GSE25123_WT_VS_PPARG_KO_MACROPHAGE_UP	143	39	4.087714219625767e-05	0.001480192480873456
Immune::GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_17H_DN	143	39	4.087714219625767e-05	0.001480192480873456
GO_BP::GOBP_INFLAMMATORY_RESPONSE	487	102	4.1913061091410966e-05	0.001510928429969391
GO_BP::GOBP_CELL_ACTIVATION	717	141	4.451152398927687e-05	0.0015974691387262699
GO_BP::GOBP_GROWTH	611	123	4.7300344061497355e-05	0.0016845559121265354
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	535	110	4.8026899460004474e-05	0.0016845559121265354
Immune::GSE30971_WBP7_HET_VS_KO_MACROPHAGE_DN	139	38	4.81892330693642e-05	0.0016845559121265354
Immune::GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP	154	41	4.8197890073261676e-05	0.0016845559121265354
Immune::GSE37605_C57BL6_VS_NOD_FOXP3_IRES_GFP_TCONV_UP	105	31	4.8249918825433176e-05	0.0016845559121265354
Immune::GSE360_CTRL_VS_M_TUBERCULOSIS_DC_DN	149	40	4.839479758767721e-05	0.0016845559121265354
Immune::GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN	144	39	4.839838657750541e-05	0.0016845559121265354
GO_BP::GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	28	13	4.914637063838699e-05	0.001695969841474252
GO_BP::GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	28	13	4.914637063838699e-05	0.001695969841474252
Immune::GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_DN	110	32	5.0551643643190725e-05	0.0017370405209309152
Immune::GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	175	45	5.326974572587074e-05	0.0018226830370186703
GO_BP::GOBP_TISSUE_MIGRATION	201	50	5.3736714618481356e-05	0.0018309028293005778
Immune::GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	120	34	5.406479325314218e-05	0.001832424237193567
Reactome::REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM	7	6	5.423836870831229e-05	0.001832424237193567
GO_BP::GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	276	64	5.4689570183575753e-05	0.001832424237193567
Immune::ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_DN	714	140	5.47779539945291e-05	0.001832424237193567
GO_BP::GOBP_ANIMAL_ORGAN_MORPHOGENESIS	525	108	5.49159957152747e-05	0.001832424237193567
GO_BP::GOBP_CARTILAGE_DEVELOPMENT	101	30	5.603560979126005e-05	0.0018544571682968234
GO_BP::GOBP_RESPONSE_TO_CALCIUM_ION	101	30	5.603560979126005e-05	0.0018544571682968234
Immune::GSE37301_MULTIPOTENT_PROGENITOR_VS_LYMPHOID_PRIMED_MPP_DN	135	37	5.679749534819265e-05	0.0018719990813741048
GO_BP::GOBP_REGULATION_OF_CELL_SHAPE	106	31	5.8923954649270596e-05	0.001934190787775854
Reactome::REACTOME_NEUREXINS_AND_NEUROLIGINS	52	19	6.044979897935552e-05	0.001976243428171238
GO_BP::GOBP_TRANSMEMBRANE_TRANSPORT	952	179	6.136074237533511e-05	0.0019870062378776316
GO_BP::GOBP_ADHERENS_JUNCTION_MAINTENANCE	5	5	6.151722098692359e-05	0.0019870062378776316
GO_BP::GOBP_CONNECTIVE_TISSUE_REPLACEMENT_INVOLVED_IN_INFLAMMATORY_RESPONSE_WOUND_HEALING	5	5	6.151722098692359e-05	0.0019870062378776316
GO_BP::GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	65	22	6.323332972961119e-05	0.002026226736375438
GO_BP::GOBP_REGULATION_OF_WOUND_HEALING	65	22	6.323332972961119e-05	0.002026226736375438
GO_BP::GOBP_CELL_PART_MORPHOGENESIS	498	103	6.509076706631188e-05	0.0020775017551797168
GO_BP::GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	126	35	6.612878053040028e-05	0.002097685833941079
Immune::GSE43863_DAY6_EFF_VS_DAY150_MEM_TH1_CD4_TCELL_UP	156	41	6.624271054550776e-05	0.002097685833941079
Immune::GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_DN	131	36	6.692835390620377e-05	0.002104600326238827
Immune::GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_UP	146	39	6.733733836935014e-05	0.002104600326238827
Immune::GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_DN	136	37	6.737704046549245e-05	0.002104600326238827
GO_BP::GOBP_HEART_PROCESS	141	38	6.750358941125154e-05	0.002104600326238827
Immune::GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN	177	45	7.147538323048623e-05	0.002219860459946832
GO_BP::GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	79	25	7.322814052156289e-05	0.002265583274757166
GO_BP::GOBP_CELL_CHEMOTAXIS	167	43	7.476581585133253e-05	0.0023043281030515656
GO_BP::GOBP_ACTIN_FILAMENT_ORGANIZATION	340	75	7.721607713278047e-05	0.0023524304954699936
Immune::GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN	157	41	7.739743351187412e-05	0.0023524304954699936
Immune::GSE44732_UNSTIM_VS_IL27_STIM_IMATURE_DC_DN	157	41	7.739743351187412e-05	0.0023524304954699936
Immune::GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_UP	122	34	7.778315074804809e-05	0.0023524304954699936
Immune::GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_UP	122	34	7.778315074804809e-05	0.0023524304954699936
Immune::GSE2706_UNSTIM_VS_8H_LPS_DC_DN	152	40	7.839378931441601e-05	0.0023620516743056317
GO_BP::GOBP_SYNAPSE_ASSEMBLY	132	36	7.947809590578619e-05	0.002380209501600293
Immune::GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP	142	38	7.958595237548967e-05	0.002380209501600293
Immune::GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_UP	178	45	8.25578702208139e-05	0.0024599808193102295
GO_BP::GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	75	24	8.317415992121913e-05	0.002469232872661193
GO_BP::GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	103	30	8.36591970324714e-05	0.002474534857279145
GO_BP::GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION	33	14	8.626326720332592e-05	0.0025330032096976614
GO_BP::GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING	33	14	8.626326720332592e-05	0.0025330032096976614
Immune::GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN	108	31	8.688677901744091e-05	0.002542067900600853
Immune::GSE24671_CTRL_VS_BAKIMULC_INFECTED_MOUSE_SPLENOCYTES_DN	113	32	8.947617628542625e-05	0.002608375897129303
Immune::FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP	37	15	9.090102116776343e-05	0.002640380381042049
Immune::GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_UP	153	40	9.164082227051993e-05	0.002652328458187987
Immune::GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP	148	39	9.277534644109004e-05	0.0026590905578557067
Immune::GSE44649_WT_VS_MIR155_KO_NAIVE_CD8_TCELL_UP	148	39	9.277534644109004e-05	0.0026590905578557067
Immune::GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP	123	34	9.286235756226741e-05	0.0026590905578557067
Immune::GSE6259_CD4_TCELL_VS_CD8_TCELL_UP	128	35	9.373556895970938e-05	0.0026743403069911724
Immune::GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP	138	37	9.40572937691013e-05	0.0026743403069911724
GO_BP::GOBP_RESPONSE_TO_BACTERIUM	359	78	9.519285420048391e-05	0.002697130869013711
GO_BP::GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	200	49	9.554352504003821e-05	0.002697601275168911
GO_BP::GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	99	29	9.75273118510798e-05	0.002744017572116618
Immune::GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_UP	174	44	9.786981341209035e-05	0.0027440928586896863
GO_BP::GOBP_REGULATION_OF_CELL_ACTIVATION	428	90	0.00010053573350476779	0.002809086671456747
GO_BP::GOBP_CELLULAR_RESPONSE_TO_DECREASED_OXYGEN_LEVELS	104	30	0.00010162009794462042	0.002826961868363087
Reactome::REACTOME_GLYCOGEN_SYNTHESIS	10	7	0.00010187565370819299	0.002826961868363087
GO_BP::GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	411	87	0.00010249476092118573	0.0028330526974991153
Immune::GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN	164	42	0.00010279683472040134	0.0028330526974991153
GO_BP::GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	109	31	0.00010492864727425425	0.002873194838556773
Immune::GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_DN	159	41	0.00010496501267792545	0.002873194838556773
Immune::GSE36891_UNSTIM_VS_POLYIC_TLR3_STIM_PERITONEAL_MACROPHAGE_UP	67	22	0.00010580818498653897	0.0028851361609760514
Immune::GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP	185	46	0.00010611584393930492	0.0028851361609760514
Immune::GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN	114	32	0.00010748644976980916	0.0029028531166930068
Immune::HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	114	32	0.00010748644976980916	0.0029028531166930068
Immune::GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_DN	149	39	0.00010851026830730014	0.0029207347219381624
Immune::GSE10211_UV_INACT_SENDAI_VS_LIVE_SENDAI_VIRUS_TRACHEAL_EPITHELIAL_CELLS_DN	119	33	0.00010933663650987337	0.0029261178341471066
Immune::GSE11961_MEMORY_BCELL_DAY7_VS_MEMORY_BCELL_DAY40_UP	144	38	0.0001097973626930741	0.0029261178341471066
Immune::GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN	144	38	0.0001097973626930741	0.0029261178341471066
Immune::GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_DN	124	34	0.00011052870895542146	0.002935918831628383
Immune::GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	129	35	0.0001111159220264543	0.0029418395749626833
GO_BP::GOBP_CELL_PROJECTION_ORGANIZATION	1149	209	0.00011651689543280487	0.003070297184313823
GO_BP::GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION	564	113	0.00011672832638815401	0.003070297184313823
GO_BP::GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	50	18	0.0001173376378460234	0.003076303329891685
GO_BP::GOBP_GLIOGENESIS	207	50	0.0001192416353554991	0.0031161042249050327
Immune::GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP	155	40	0.00012438487990987606	0.003240025500878223
GO_BP::GOBP_GLIAL_CELL_DIFFERENTIATION	150	39	0.00012661871202478408	0.003277070832051703
Immune::GSE360_DC_VS_MAC_T_GONDII_DN	150	39	0.00012661871202478408	0.003277070832051703
GO_BP::GOBP_LEARNING	115	32	0.00012869087660551313	0.003314479108955907
GO_BP::GOBP_RESPONSE_TO_MECHANICAL_STIMULUS	140	37	0.00012994530476896366	0.003314479108955907
Immune::GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_UP	140	37	0.00012994530476896366	0.003314479108955907
GO_BP::GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	59	20	0.00013130359199607197	0.003314479108955907
GO_BP::GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	59	20	0.00013130359199607197	0.003314479108955907
GO_BP::GOBP_CELL_CELL_JUNCTION_ORGANIZATION	130	35	0.00013134777893076042	0.003314479108955907
GO_BP::GOBP_POTASSIUM_ION_TRANSPORT	130	35	0.00013134777893076042	0.003314479108955907
Immune::GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	130	35	0.00013134777893076042	0.003314479108955907
GO_BP::GOBP_CYTOKINE_PRODUCTION	525	106	0.00013841240629217504	0.003481869722147394
Immune::GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP	161	41	0.00014113862041701482	0.0035394234778490514
GO_BP::GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	1235	222	0.00014766592572158687	0.0036803757077712588
GO_BP::GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT	520	105	0.00014806736416685923	0.0036803757077712588
Immune::GSE37301_PRO_BCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	106	30	0.00014824878075401563	0.0036803757077712588
GO_BP::GOBP_POSITIVE_REGULATION_OF_TRANSPORT	591	117	0.00014858235055522357	0.0036803757077712588
Immune::GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP	146	38	0.0001500086005830662	0.003704340824795901
GO_BP::GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	73	23	0.00015113696153531031	0.003712578960781407
GO_BP::GOBP_REGULATION_OF_HEART_CONTRACTION	111	31	0.00015141520197229863	0.003712578960781407
Reactome::REACTOME_HEMOSTASIS	404	85	0.00015213241099710785	0.003712578960781407
GO_BP::GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	116	32	0.00015357482619176985	0.003712578960781407
Immune::GSE36392_MAC_VS_NEUTROPHIL_IL25_TREATED_LUNG_DN	116	32	0.00015357482619176985	0.003712578960781407
Immune::GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_DN	136	36	0.000153794040117727	0.003712578960781407
Immune::GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN	136	36	0.000153794040117727	0.003712578960781407
Immune::GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_UP	172	43	0.00015402030363613267	0.003712578960781407
Immune::GSE2405_S_AUREUS_VS_A_PHAGOCYTOPHILUM_NEUTROPHIL_UP	131	35	0.00015483402763763037	0.0037188098451040263
Immune::GSE24671_CTRL_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP	126	34	0.0001551998659814312	0.0037188098451040263
GO_BP::GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	78	24	0.00016525946071874715	0.003948136524567702
Immune::GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_UP	157	40	0.0001673523552189657	0.003986342974611056
GO_BP::GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	60	20	0.00017060854393385774	0.004051952918429121
GO_BP::GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT	142	37	0.00017773390921031068	0.00419237528208805
GO_BP::GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	107	30	0.00017807860331346144	0.00419237528208805
Immune::GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_DN	107	30	0.00017807860331346144	0.00419237528208805
Immune::GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_UP	137	36	0.0001801993571000453	0.004229970373787401
Immune::GSE28783_CTRL_ANTI_MIR_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_DN	132	35	0.00018202431228314114	0.004238999795268936
Immune::GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN	168	42	0.00018267113510548168	0.004238999795268936
Immune::GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	117	32	0.00018268383018620307	0.004238999795268936
Immune::GSE4590_PRE_BCELL_VS_LARGE_PRE_BCELL_UP	117	32	0.00018268383018620307	0.004238999795268936
Immune::GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN	122	33	0.00018336826282341274	0.004242689748707902
GO_BP::GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	276	62	0.0001842382376512466	0.004250639340096618
GO_BP::GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	74	23	0.00018981448312244787	0.0043668146758226965
GO_BP::GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE	17	9	0.00021149335826428157	0.004851729738591119
GO_BP::GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	123	33	0.0002165537614191659	0.0049414674657245455
Immune::GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	118	32	0.00021662903812588098	0.0049414674657245455
GO_BP::GOBP_NEGATIVE_REGULATION_OF_COAGULATION	24	11	0.00021755858405556074	0.004948691735911699
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	61	20	0.00021989607434602743	0.00498781123692183
GO_BP::GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	154	39	0.00022951536397053284	0.00517312976408167
Immune::GSE26343_UNSTIM_VS_LPS_STIM_NFAT5_KO_MACROPHAGE_DN	154	39	0.00022951536397053284	0.00517312976408167
Immune::GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP	89	26	0.00022998806009972997	0.00517312976408167
GO_BP::GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING	94	27	0.0002390029640362934	0.0053461189323907735
Immune::GSE9601_UNTREATED_VS_NFKB_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP	94	27	0.0002390029640362934	0.0053461189323907735
Immune::GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TCONV_UP	139	36	0.00024552129547880246	0.005471419410671849
GO_BP::GOBP_REGULATION_OF_LIPID_LOCALIZATION	99	28	0.0002459597827955271	0.005471419410671849
Immune::GSE7219_WT_VS_NIK_NFKB2_KO_LPS_AND_ANTI_CD40_STIM_DC_UP	134	35	0.00024957363592546805	0.0055365579947751495
Immune::GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_DN	129	34	0.00025278008384979156	0.005592326512567306
Immune::GSE19401_UNSTIM_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_DN	160	40	0.0002570562497653704	0.005671391302883514
Immune::HOWARD_T_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	36	14	0.0002619743708993173	0.005764149986408684
Immune::GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN	155	39	0.00026486095774954613	0.0057960765144379
Immune::GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP	155	39	0.00026486095774954613	0.0057960765144379
GO_BP::GOBP_HUMORAL_IMMUNE_RESPONSE	85	25	0.00026822157805170125	0.005853754710182399
GO_BP::GOBP_REGULATION_OF_CELL_DIFFERENTIATION	960	176	0.0002745545014072525	0.005975815630360011
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	145	37	0.00027921031997083895	0.006028404635734022
GO_BP::GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	145	37	0.00027921031997083895	0.006028404635734022
Immune::GSE3982_EOSINOPHIL_VS_NKCELL_UP	145	37	0.00027921031997083895	0.006028404635734022
Immune::GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	140	36	0.00028552836918605435	0.0061157601622742405
Immune::GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_DN	140	36	0.00028552836918605435	0.0061157601622742405
Immune::GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_DN	140	36	0.00028552836918605435	0.0061157601622742405
GO_BP::GOBP_MYELIN_ASSEMBLY	21	10	0.0002873401117523007	0.0061382841333328785
GO_BP::GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	400	83	0.0002901242790627566	0.006181407792695935
Immune::GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP	135	35	0.0002911027753083109	0.006185933975301606
GO_BP::GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	161	40	0.00029537612723590104	0.0062275776173104464
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_UP	161	40	0.00029537612723590104	0.0062275776173104464
Immune::GSE25087_TREG_VS_TCONV_ADULT_UP	161	40	0.00029537612723590104	0.0062275776173104464
GO_BP::GOBP_REGULATION_OF_GROWTH	412	85	0.0003000168863397519	0.006279481143119183
GO_BP::GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION	49	17	0.00030094850803555714	0.006279481143119183
GO_BP::GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	49	17	0.00030094850803555714	0.006279481143119183
GO_BP::GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	49	17	0.00030094850803555714	0.006279481143119183
Immune::GSE22886_TH1_VS_TH2_48H_ACT_UP	110	30	0.00030224383155466014	0.006290254999494538
Immune::GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_DN	156	39	0.00030500330905652075	0.006298981382689015
Immune::GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_DN	156	39	0.00030500330905652075	0.006298981382689015
Immune::GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	156	39	0.00030500330905652075	0.006298981382689015
Immune::GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_UP	151	38	0.0003142731138744712	0.006473865802388661
Immune::GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN	146	37	0.0003230677843501743	0.0066380976046505275
GO_BP::GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	6	5	0.00032492519205944197	0.006659317070761406
GO_BP::GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	86	25	0.0003272243013774314	0.006672566246522118
Immune::GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_DN	86	25	0.0003272243013774314	0.006672566246522118
GO_BP::GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	183	44	0.00033024786016057437	0.00671725811283788
Immune::GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN	141	36	0.00033125461720080854	0.006720806617830475
Immune::GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN	162	40	0.00033872892656568594	0.006855228275734121
Immune::GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_UP	72	22	0.00033995807510130437	0.006862903641107581
Immune::GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP	131	34	0.00034519368066957836	0.006951219380066946
Reactome::REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	96	27	0.00034758679421673604	0.006981998416169511
Immune::GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP	126	33	0.000350598156777795	0.0070250126947411775
GO_BP::GOBP_RESPONSE_TO_WOUNDING	339	72	0.00035388889547218236	0.007054659760899545
Immune::GSE3982_MEMORY_CD4_TCELL_VS_BCELL_UP	121	32	0.00035469868271519695	0.007054659760899545
Immune::GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP	121	32	0.00035469868271519695	0.007054659760899545
GO_BP::GOBP_ACTIN_MEDIATED_CELL_CONTRACTION	63	20	0.00035701746954685805	0.007083331858945648
Reactome::REACTOME_GPCR_LIGAND_BINDING	111	30	0.0003581062869555349	0.0070875202626616285
Reactome::REACTOME_DEVELOPMENTAL_BIOLOGY	731	138	0.00036020673405117945	0.007111661069592357
