term	set_size	overlap	pval	padj
Immune::NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_NEGATIVE	306	125	4.832141888220828e-09	2.0328896812833857e-07
Immune::GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_UP	145	70	4.846560212858233e-09	2.0328896812833857e-07
GO_BP::GOBP_RESPONSE_TO_VIRUS	258	109	5.367017932106588e-09	2.2319749922778452e-07
Immune::NAKAYA_PBMC_FLUMIST_AGE_18_50YO_7DY_DN	626	225	5.3744063468843096e-09	2.2319749922778452e-07
Immune::GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_UP	129	64	5.674494399137019e-09	2.344991798736968e-07
Immune::GSE22886_NAIVE_CD4_TCELL_VS_DC_UP	165	77	5.7369181225603055e-09	2.3591669671646276e-07
Immune::GSE22886_NAIVE_CD8_TCELL_VS_DC_UP	168	78	6.090488234919071e-09	2.492346624523711e-07
Immune::GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN	100	53	6.270233602921702e-09	2.553446101694668e-07
GO_BP::GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	58	36	6.752853141270942e-09	2.736699758556615e-07
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	197	88	6.881553775227085e-09	2.7754497413644237e-07
Immune::GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN	146	70	6.984834362789349e-09	2.8036256205473615e-07
Immune::GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_UP	127	63	7.512320377026098e-09	2.981851302851142e-07
Reactome::REACTOME_SARS_COV_1_HOST_INTERACTIONS	85	47	7.557936734256344e-09	2.981851302851142e-07
Immune::GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN	85	47	7.557936734256344e-09	2.981851302851142e-07
GO_BP::GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	149	71	7.571037400253823e-09	2.981851302851142e-07
Immune::GSE37533_PPARG2_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_DN	138	67	7.740695533458389e-09	3.034424992064599e-07
Immune::GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP	111	57	7.81710609436719e-09	3.050125722123086e-07
GO_BP::GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	339	135	7.985230428941621e-09	3.1013008364995953e-07
GO_BP::GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	152	72	8.166125659717471e-09	3.156941389832713e-07
Immune::GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_DN	130	64	8.386079507447642e-09	3.212366255158825e-07
Immune::GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP	130	64	8.386079507447642e-09	3.212366255158825e-07
Immune::GSE12366_GC_VS_MEMORY_BCELL_DN	141	68	8.478113599748861e-09	3.232858863104236e-07
Immune::GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	106	55	8.856276809075654e-09	3.361778558883967e-07
Immune::GSE42021_TREG_PLN_VS_CD24INT_TREG_THYMUS_DN	144	69	9.233796723328164e-09	3.489293725765764e-07
Immune::GSE2405_S_AUREUS_VS_A_PHAGOCYTOPHILUM_NEUTROPHIL_UP	78	44	9.987547168431153e-09	3.757198798025513e-07
Immune::GSE42021_TREG_VS_TCONV_PLN_UP	136	66	1.0240496006265629e-08	3.835157187346534e-07
Immune::GSE2706_UNSTIM_VS_2H_LPS_DC_DN	96	51	1.0907206736271029e-08	4.066691436025674e-07
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	153	72	1.1571747901954542e-08	4.295371378296312e-07
Immune::GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP	120	60	1.1707041593945898e-08	4.3264481027141913e-07
GO_BP::GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	112	57	1.1946264405583929e-08	4.376297471547755e-07
Immune::GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP	112	57	1.1946264405583929e-08	4.376297471547755e-07
Immune::GSE2405_0H_VS_12H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	131	64	1.2302520255815355e-08	4.487210540262392e-07
GO_BP::GOBP_APOPTOTIC_PROCESS	946	318	1.3076369110800824e-08	4.748816470584767e-07
Immune::GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_UP	134	65	1.3546550782300884e-08	4.898362694513884e-07
Immune::GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN	115	58	1.3667864492713955e-08	4.92101782100332e-07
Immune::GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN	118	59	1.5497429432411776e-08	5.55589467985053e-07
Immune::GSE3720_UNSTIM_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_UP	140	67	1.6132127289323465e-08	5.75882620553764e-07
Immune::GSE3565_DUSP1_VS_WT_SPLENOCYTES_UP	79	44	1.6931462344834666e-08	6.018560915712627e-07
Immune::GSE36891_UNSTIM_VS_POLYIC_TLR3_STIM_PERITONEAL_MACROPHAGE_UP	39	27	1.7415500474580525e-08	6.164499303006584e-07
Immune::GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN	132	64	1.7918609771412365e-08	6.315933503041106e-07
Immune::GSE42021_CD24INT_VS_CD24LOW_TCONV_THYMUS_DN	105	54	1.809040469228755e-08	6.349807739062772e-07
Immune::GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	180	81	1.8350560333430876e-08	6.41428544321465e-07
Immune::GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN	146	69	1.8801564875265917e-08	6.544660902016838e-07
Immune::GSE43863_TFH_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_UP	92	49	1.8961372342444912e-08	6.573014569453321e-07
Immune::GSE42021_TREG_PLN_VS_CD24INT_TREG_THYMUS_UP	124	61	1.944334570373381e-08	6.712355025046211e-07
Immune::GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN	135	65	1.9602020185281885e-08	6.739399480915152e-07
Immune::FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_UP	55	34	2.0648433265847663e-08	7.070192108865145e-07
Immune::GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_UP	127	62	2.1538598546861232e-08	7.345012325594263e-07
Immune::GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP	119	59	2.3065909911845023e-08	7.80241605848661e-07
Immune::GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_DN	119	59	2.3065909911845023e-08	7.80241605848661e-07
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	207	90	2.3169796203647373e-08	7.806081138650514e-07
GO_BP::GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	255	106	2.485376195100048e-08	8.339928360277721e-07
Immune::HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	234	99	2.5142894861081874e-08	8.403336453769555e-07
GO_BP::GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	161	74	2.5480899249749943e-08	8.482510468498107e-07
Immune::GSE29618_BCELL_VS_MDC_UP	122	60	2.5731659515391853e-08	8.532130105716295e-07
Immune::GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	53	33	2.5857223022439236e-08	8.540009603749714e-07
Immune::GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_UP	147	69	2.6584113573818795e-08	8.745652108657485e-07
Immune::GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN	114	57	2.7154766340136766e-08	8.863865168381608e-07
Immune::GSE29949_MICROGLIA_VS_DC_BRAIN_UP	114	57	2.7154766340136766e-08	8.863865168381608e-07
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_UP	136	65	2.8172429644944627e-08	9.160407453156608e-07
Immune::GSE40685_TREG_VS_FOXP3_KO_TREG_PRECURSOR_UP	125	61	2.8496556749046205e-08	9.230023728484502e-07
GO_BP::GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	199	87	2.9142100230982264e-08	9.402810724527317e-07
GO_BP::GOBP_REGULATION_OF_HEMOPOIESIS	202	88	2.968807574938554e-08	9.54227078396917e-07
Immune::GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	93	49	3.009096452740433e-08	9.634851199251716e-07
GO_BP::GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION	117	58	3.053028728915056e-08	9.701461366238032e-07
Immune::GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN	117	58	3.053028728915056e-08	9.701461366238032e-07
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_UP	128	62	3.134466899367075e-08	9.922657667468073e-07
Immune::GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_DN	109	55	3.16926003821724e-08	9.995083631806176e-07
GO_BP::GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	483	178	3.285190857418196e-08	1.0321897416809457e-06
Immune::GSE23925_LIGHT_ZONE_VS_NAIVE_BCELL_UP	120	59	3.405235631768191e-08	1.0659149893620654e-06
Immune::OSMAN_BLOOD_CHAD63_KH_AGE_18_50YO_HIGH_DOSE_SUBJECTS_24HR_DN	899	302	3.558453616465398e-08	1.109734847157183e-06
Immune::GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_DN	104	53	3.662532992702948e-08	1.1379625657698161e-06
Immune::GSE7548_NAIVE_VS_DAY7_PCC_IMMUNIZATION_CD4_TCELL_DN	134	64	3.7224186825981726e-08	1.1523014881297443e-06
GO_BP::GOBP_REGULATION_OF_DEFENSE_RESPONSE	362	140	3.751539710614516e-08	1.1570465673656314e-06
Immune::GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP	123	60	3.77003033953782e-08	1.1584902753986363e-06
GO_BP::GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	56	34	3.952807113714127e-08	1.2102225867499203e-06
Immune::GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_DN	115	57	4.040913539708681e-08	1.2282327421962363e-06
Immune::GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_DN	115	57	4.040913539708681e-08	1.2282327421962363e-06
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN	86	46	4.340699922739318e-08	1.3145895903198604e-06
GO_BP::GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	61	36	4.489597984920103e-08	1.3547927156652788e-06
Immune::MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_2DY_UP	38	26	4.711624802093024e-08	1.4166960740056767e-06
Reactome::REACTOME_SARS_COV_1_INFECTION	121	59	4.9874252261979914e-08	1.487859132665069e-06
Immune::GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP	121	59	4.9874252261979914e-08	1.487859132665069e-06
Reactome::REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	54	33	5.0015052498694656e-08	1.487859132665069e-06
Immune::SCHERER_PBMC_YF_VAX_AGE_18_40YO_4_TO_7DY_UP	201	87	5.117320511066768e-08	1.5169329246409581e-06
GO_BP::GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	113	56	5.348336331080022e-08	1.5742874905765017e-06
Immune::GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN	113	56	5.348336331080022e-08	1.5742874905765017e-06
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	219	93	5.407233021592626e-08	1.5860586649699492e-06
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_UP	124	60	5.481620123129474e-08	1.5967121948935125e-06
Immune::GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	124	60	5.481620123129474e-08	1.5967121948935125e-06
Immune::GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN	97	50	5.5343967360240454e-08	1.6065070663842809e-06
GO_BP::GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	339	132	5.843997987483689e-08	1.6905275557586436e-06
Reactome::REACTOME_RRNA_PROCESSING	181	80	5.925651609859733e-08	1.7082574348836186e-06
Immune::GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP	79	43	6.107271249624968e-08	1.7545855655172552e-06
Immune::GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_UP	74	41	6.35719054339979e-08	1.8201526098491756e-06
GO_BP::GOBP_RESPONSE_TO_LIPID	346	134	6.749840165634825e-08	1.926000311207842e-06
Immune::GSE22886_CD8_TCELL_VS_BCELL_NAIVE_UP	167	75	6.860354180538154e-08	1.95089868544185e-06
Immune::GSE21546_UNSTIM_VS_ANTI_CD3_STIM_ELK1_KO_DP_THYMOCYTES_UP	87	46	6.917703509133067e-08	1.9539600921925017e-06
Immune::GSE22886_IGM_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_UP	87	46	6.917703509133067e-08	1.9539600921925017e-06
Immune::GSE4984_LPS_VS_VEHICLE_CTRL_TREATED_DC_DN	111	55	7.078652135121952e-08	1.992711837635505e-06
GO_BP::GOBP_MYELOID_LEUKOCYTE_ACTIVATION	95	49	7.318860025975245e-08	2.0343206166420175e-06
Immune::HOWARD_T_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	30	22	7.323208353885253e-08	2.0343206166420175e-06
Immune::GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN	103	52	7.347707078823832e-08	2.0343206166420175e-06
Immune::GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_UP	103	52	7.347707078823832e-08	2.0343206166420175e-06
Immune::GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN	103	52	7.347707078823832e-08	2.0343206166420175e-06
Immune::NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_3DY_DN	353	136	7.74783347443524e-08	2.138045230823593e-06
GO_BP::GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	182	80	7.931637964945843e-08	2.18159052091576e-06
GO_BP::GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	145	67	9.051801221102383e-08	2.4781558004338736e-06
GO_BP::GOBP_VASCULATURE_DEVELOPMENT	215	91	9.068945413436634e-08	2.4781558004338736e-06
Immune::GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP	148	68	9.543488960848536e-08	2.5993613276804665e-06
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN	120	58	9.584085211662951e-08	2.601970577367007e-06
Immune::GSE29618_MONOCYTE_VS_PDC_UP	101	51	9.724793755123744e-08	2.631654671346229e-06
Immune::GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_DN	112	55	1.044066804518296e-07	2.7932213617244996e-06
Immune::GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_UP	123	59	1.0455018566950685e-07	2.7932213617244996e-06
Immune::GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP	123	59	1.0455018566950685e-07	2.7932213617244996e-06
Immune::GSE3982_CTRL_VS_LPS_4H_MAC_DN	123	59	1.0455018566950685e-07	2.7932213617244996e-06
Immune::GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN	104	52	1.1032881164944729e-07	2.938248891832423e-06
GO_BP::GOBP_LOCOMOTION	406	152	1.1317690499366874e-07	3.004560303771794e-06
Immune::GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP	143	66	1.191476107582524e-07	3.153089295428957e-06
Immune::GSE5455_EX_VIVO_VS_POST_24H_INCUBATION_MONOCYTES_FROM_TUMOR_BEARING_MOUSE_DN	107	53	1.2399434892534793e-07	3.2710333117444775e-06
Immune::GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_DN	118	57	1.2671740482833535e-07	3.3323896837144367e-06
GO_BP::GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	152	69	1.3771998662902148e-07	3.6042381266122915e-06
Immune::GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN	110	54	1.3814964311127777e-07	3.6042381266122915e-06
Immune::GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_2H_UP	73	40	1.3834362579200834e-07	3.6042381266122915e-06
Immune::GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_DN	102	51	1.4603468947680933e-07	3.792832848362085e-06
Immune::GSE22886_DC_VS_MONOCYTE_DN	138	64	1.4834419341606206e-07	3.8409241931090884e-06
Immune::GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_DN	113	55	1.5269603291315048e-07	3.941436984948983e-06
Immune::HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP	81	43	1.5887877301480534e-07	4.088447935034362e-06
Immune::GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_UP	167	74	1.63965781481261e-07	4.206449360386235e-06
Immune::GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_UP	97	49	1.7035298270339594e-07	4.356985280179233e-06
Immune::HOFT_PBMC_TICE_BCG_RBCG_AG85A_AG85B_AGE_18_40YO_CORRELATED_WITH_WHOLE_BLOOD_BACTERICIDAL_ACTIVITY_NEGATIVE	19	16	1.7135399438059138e-07	4.369266440300246e-06
Immune::GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP	130	61	1.7275066721471234e-07	4.386139776474207e-06
Immune::GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN	147	67	1.7306142162509984e-07	4.386139776474207e-06
GO_BP::GOBP_B_CELL_ACTIVATION	150	68	1.8079175460793956e-07	4.5682591247168824e-06
Immune::GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_DN	108	53	1.8279579894908395e-07	4.605026899050647e-06
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN	61	35	1.8337262795094606e-07	4.6057274726960675e-06
Immune::GSE360_CTRL_VS_T_GONDII_DC_DN	84	44	1.9000321232047747e-07	4.758020740765628e-06
Immune::GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	100	50	1.9329875968577052e-07	4.826140758940264e-06
Immune::GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP	156	70	1.9529790752393828e-07	4.848350783958724e-06
Immune::GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN	136	63	1.9534420848468815e-07	4.848350783958724e-06
Immune::GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP	139	64	2.063126236221849e-07	5.105476694886457e-06
Immune::GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_UP	162	72	2.0836763347971155e-07	5.141164933121472e-06
Immune::GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_DN	79	42	2.0957341718530746e-07	5.155751896679016e-06
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP	103	51	2.1719696934444614e-07	5.327676537516254e-06
Immune::GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_UP	95	48	2.2547402231574527e-07	5.5145818460839275e-06
Immune::GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	128	60	2.2780290455086498e-07	5.555344669410483e-06
GO_BP::GOBP_BLOOD_VESSEL_MORPHOGENESIS	174	76	2.2966432074134683e-07	5.584504309272923e-06
Immune::GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_DN	148	67	2.372710221820528e-07	5.752793656315725e-06
Immune::GSE3039_CD4_TCELL_VS_ALPHABETA_CD8_TCELL_UP	82	43	2.5099775537104164e-07	6.068069653624404e-06
Immune::GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_24H_UP	98	49	2.5586514134423803e-07	6.167967444646014e-06
Immune::GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN	90	46	2.600412967414998e-07	6.2346802495016515e-06
Immune::ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_UP	512	183	2.601189757212514e-07	6.2346802495016515e-06
GO_BP::GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	38	25	2.77684279099732e-07	6.617879026612647e-06
Immune::GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_DN	38	25	2.77684279099732e-07	6.617879026612647e-06
Immune::NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN	52	31	2.83441167449851e-07	6.73594321171898e-06
Immune::GSE29618_MONOCYTE_VS_MDC_UP	101	50	2.87466232366685e-07	6.812300065887346e-06
Immune::GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_UP	126	59	3.003585526733648e-07	7.0977687278221325e-06
GO_BP::GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	67	37	3.1228085618080884e-07	7.3176650907843725e-06
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_DN	67	37	3.1228085618080884e-07	7.3176650907843725e-06
Immune::GSE37301_HEMATOPOIETIC_STEM_CELL_VS_CD4_TCELL_UP	67	37	3.1228085618080884e-07	7.3176650907843725e-06
Immune::GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_DN	115	55	3.186916798104663e-07	7.447087749108639e-06
Immune::GSE3982_CTRL_VS_LPS_48H_DC_DN	104	51	3.200323663717092e-07	7.4576431152563005e-06
GO_BP::GOBP_MYELOID_CELL_DIFFERENTIATION	208	87	3.268991966544657e-07	7.596557785967626e-06
Immune::GSE34205_HEALTHY_VS_FLU_INF_INFANT_PBMC_UP	132	61	3.385505327816712e-07	7.827246666777615e-06
Immune::GSE7348_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN	96	48	3.386923995756675e-07	7.827246666777615e-06
Immune::GSE6269_HEALTHY_VS_STAPH_AUREUS_INF_PBMC_UP	135	62	3.569533474684256e-07	8.226597889869843e-06
Immune::GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP	91	46	3.950304487598563e-07	9.075925892380229e-06
Immune::GSE43863_DAY6_EFF_VS_DAY150_MEM_TFH_CD4_TCELL_UP	124	58	3.95969588343207e-07	9.075925892380229e-06
GO_BP::GOBP_HUMORAL_IMMUNE_RESPONSE	55	32	3.98192837142537e-07	9.10201556073227e-06
GO_BP::GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	558	196	4.007703739571241e-07	9.136039856321506e-06
GO_BP::GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	185	79	4.150778084401464e-07	9.436552127383165e-06
Immune::GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_DN	102	50	4.234581005300271e-07	9.601054068503775e-06
Immune::GSE42724_NAIVE_BCELL_VS_PLASMABLAST_UP	130	60	4.455685906779787e-07	1.0075134520748147e-05
Immune::GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN	133	61	4.6937282114915534e-07	1.058486181887168e-05
Immune::GSE29618_BCELL_VS_MONOCYTE_UP	119	56	4.886916152504043e-07	1.0990975764974911e-05
Immune::GSE40274_CTRL_VS_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	89	45	5.229076403393939e-07	1.172907003959138e-05
Immune::FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_18HR_TO_48HR_EARLY_DN	30	21	5.275543565413932e-07	1.1801742658735328e-05
Immune::GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP	142	64	5.354600865385035e-07	1.194674113290294e-05
Immune::GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_UP	145	65	5.554154993443447e-07	1.231123270852983e-05
Immune::GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	111	53	5.561994512495894e-07	1.231123270852983e-05
Immune::GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_UP	111	53	5.561994512495894e-07	1.231123270852983e-05
Immune::GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_DN	76	40	5.784835181702777e-07	1.277078482613279e-05
Immune::GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_DN	128	59	5.863054752456279e-07	1.2776027094340351e-05
GO_BP::GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	46	28	5.86335729088215e-07	1.2776027094340351e-05
Reactome::REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	46	28	5.86335729088215e-07	1.2776027094340351e-05
Immune::SCHERER_PBMC_APSV_WETVAX_AGE_18_40YO_JOINT_TO_VACCINIA_AND_YELLOW_FEVER_UP	46	28	5.86335729088215e-07	1.2776027094340351e-05
Immune::SCHERER_PBMC_YF_VAX_AGE_18_40YO_JOINT_TO_VACCINIA_AND_YELLOW_FEVER_UP	46	28	5.86335729088215e-07	1.2776027094340351e-05
GO_BP::GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	638	219	5.928223224569057e-07	1.2866018367000829e-05
Immune::GSE16266_CTRL_VS_LPS_STIM_MEF_UP	92	46	5.935330919095626e-07	1.2866018367000829e-05
