term	set_size	overlap	pval	padj
Immune::GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_UP	111	52	1.4784814030214817e-06	2.8512598827464853e-05
Immune::GSE11057_PBMC_VS_MEM_CD4_TCELL_DN	169	72	1.495715101964898e-06	2.8778793555925525e-05
Immune::GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	184	77	1.51484384217058e-06	2.9080148723041182e-05
Immune::HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_28DY_POSITIVE	534	186	1.5418811625274619e-06	2.95316006220157e-05
Immune::GSE360_DC_VS_MAC_M_TUBERCULOSIS_UP	100	48	1.5618769910462356e-06	2.977860472247016e-05
Immune::GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_DN	100	48	1.5618769910462356e-06	2.977860472247016e-05
Immune::GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	134	60	1.5785934532113937e-06	3.002907138093057e-05
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	81	41	1.606494850647829e-06	3.0490690728698276e-05
Immune::GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_UP	103	49	1.693080134965655e-06	3.1989300117628105e-05
Immune::GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_DN	103	49	1.693080134965655e-06	3.1989300117628105e-05
Immune::GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	92	45	1.7180667138780654e-06	3.238845317465863e-05
Immune::GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_AND_ROSIGLITAZONE_STIM_DN	120	55	1.7543634179052523e-06	3.299855316772906e-05
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	293	112	1.7604201370177936e-06	3.303839939472544e-05
Immune::GSE24574_NAIVE_VS_TCONV_CD4_TCELL_UP	106	50	1.8225456466976965e-06	3.405197200478168e-05
Immune::GSE37301_MULTIPOTENT_PROGENITOR_VS_CD4_TCELL_UP	106	50	1.8225456466976965e-06	3.405197200478168e-05
Immune::GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP	123	56	1.839175593880372e-06	3.4286320126805425e-05
GO_BP::GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	569	196	1.8788112970160554e-06	3.4947556475981576e-05
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	95	46	1.891276967294404e-06	3.510159840405477e-05
Immune::GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_8H_UP	63	34	1.9119014232237082e-06	3.540605085965494e-05
Immune::GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_UP	167	71	1.9371984488397977e-06	3.5795501734178556e-05
GO_BP::GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	58	32	2.016123800970991e-06	3.7172005640320096e-05
Immune::GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_DN	132	59	2.0669063977109896e-06	3.7952966455470196e-05
Immune::LI_PBMC_MENOMUNE_A_C_Y_W_135_AGE_18_45YO_CORRELATED_WITH_ANTIBODY_RESPONSE_3DY_POSITIVE	21	16	2.067529582804849e-06	3.7952966455470196e-05
Immune::GSE12366_GC_VS_NAIVE_BCELL_DN	135	60	2.1330650459166054e-06	3.8985365294541185e-05
Immune::GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	135	60	2.1330650459166054e-06	3.8985365294541185e-05
Immune::GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	141	62	2.249797194463713e-06	4.102945361816541e-05
Immune::GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN	90	44	2.2737314110049908e-06	4.137599307358106e-05
GO_BP::GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	144	63	2.300221368558363e-06	4.176743952561928e-05
Immune::GSE9960_HEALTHY_VS_GRAM_POS_SEPSIS_PBMC_DN	104	49	2.4050049622233857e-06	4.3559493742241266e-05
Immune::GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP	82	41	2.4156177008538482e-06	4.3559493742241266e-05
Immune::GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_UP	82	41	2.4156177008538482e-06	4.3559493742241266e-05
GO_BP::GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE	153	66	2.4196834049212574e-06	4.3559493742241266e-05
GO_BP::GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	177	74	2.522323133866907e-06	4.530999736618733e-05
Immune::GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_DN	107	50	2.569953893743721e-06	4.606697268080358e-05
GO_BP::GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	130	58	2.705393002421951e-06	4.807442473021346e-05
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_UP	130	58	2.705393002421951e-06	4.807442473021346e-05
Immune::GSE40666_WT_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	130	58	2.705393002421951e-06	4.807442473021346e-05
Immune::GSE30971_WBP7_HET_VS_KO_MACROPHAGE_DN	85	42	2.7105975560127503e-06	4.807442473021346e-05
Immune::GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_UP	85	42	2.7105975560127503e-06	4.807442473021346e-05
Immune::GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_DN	96	46	2.728655337197585e-06	4.8292594142933634e-05
Immune::GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_4D_CULTURE_UP	133	59	2.788929896029696e-06	4.9151959869313276e-05
Immune::GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_UP	133	59	2.788929896029696e-06	4.9151959869313276e-05
Reactome::REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	39	24	2.8717260016334766e-06	5.050505121111789e-05
Immune::GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN	113	52	2.8838479508806664e-06	5.061213485342659e-05
Immune::GSE23502_BM_VS_COLON_TUMOR_MYELOID_DERIVED_SUPPRESSOR_CELL_UP	99	47	2.953170661398973e-06	5.1720560915398716e-05
Immune::GSE37301_HEMATOPOIETIC_STEM_CELL_VS_GRAN_MONO_PROGENITOR_DN	88	43	3.0092965177313724e-06	5.2593726015101e-05
Immune::GSE17721_LPS_VS_CPG_1H_BMDC_DN	102	48	3.173382805163169e-06	5.51764379017467e-05
Immune::GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_UP	102	48	3.173382805163169e-06	5.51764379017467e-05
GO_BP::GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	354	130	3.1768052815047865e-06	5.51764379017467e-05
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	125	56	3.425615881340071e-06	5.9374982703640194e-05
Immune::GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_UP	128	57	3.5399336859159576e-06	6.122990451783293e-05
Immune::GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP	75	38	3.731586749355962e-06	6.441210131758676e-05
Immune::GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	134	59	3.741061231046763e-06	6.444304449127575e-05
Immune::GSE27859_MACROPHAGE_VS_CD11C_INT_F480_HI_MACROPHAGE_UP	111	51	3.7935715699713817e-06	6.521367192723344e-05
GO_BP::GOBP_DEFENSE_RESPONSE_TO_SYMBIONT	200	81	3.843696046385511e-06	6.594021704116166e-05
Immune::GSE8835_CD4_VS_CD8_TCELL_CLL_PATIENT_UP	97	46	3.900063094587963e-06	6.677067204183352e-05
Immune::GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_UP	114	52	3.982811165859885e-06	6.804847835111726e-05
Immune::GSE23568_ID3_TRANSDUCED_VS_ID3_KO_CD8_TCELL_UP	146	63	4.031399036152643e-06	6.873863112659457e-05
Immune::GSE20366_EX_VIVO_VS_DEC205_CONVERSION_DN	117	53	4.1617306617347745e-06	7.053082529554145e-05
Immune::GSE27896_HDAC6_KO_VS_WT_TREG_UP	117	53	4.1617306617347745e-06	7.053082529554145e-05
Immune::GSE30083_SP1_VS_SP4_THYMOCYTE_DN	117	53	4.1617306617347745e-06	7.053082529554145e-05
Immune::GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_DN	106	49	4.733262131093243e-06	8.00551129389944e-05
GO_BP::GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	204	82	4.749990120612694e-06	8.017639259923518e-05
Immune::GSE31082_DN_VS_CD8_SP_THYMOCYTE_DN	129	57	4.762427786453104e-06	8.022491305332348e-05
GO_BP::GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	276	105	4.77538132711731e-06	8.02819117298339e-05
GO_BP::GOBP_RESPONSE_TO_INTERFERON_ALPHA	14	12	4.8268902659718255e-06	8.09855648824753e-05
Immune::GSE25087_TREG_VS_TCONV_ADULT_UP	109	50	4.98936749116978e-06	8.321244330170175e-05
Immune::GSE25146_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_AGS_CELL_DN	135	59	4.989374058976753e-06	8.321244330170175e-05
Immune::GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_UP	135	59	4.989374058976753e-06	8.321244330170175e-05
Immune::GSE40274_XBP1_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	138	60	5.084210754273506e-06	8.462588098730248e-05
Immune::GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DAY10_DN	95	45	5.1504135486720455e-06	8.555805794021741e-05
Immune::GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_UP	144	62	5.237262897211901e-06	8.682885068124631e-05
Immune::GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP	84	41	5.2724717462845655e-06	8.70684359834276e-05
Immune::GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_UP	84	41	5.2724717462845655e-06	8.70684359834276e-05
Immune::GSE13522_WT_VS_IFNAR_KO_SKIN_DN	98	46	5.5238986840126806e-06	9.104122998071194e-05
GO_BP::GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	76	38	5.614401486090961e-06	9.235140013101386e-05
Immune::GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_UP	68	35	5.681006883437178e-06	9.326412278895203e-05
Immune::LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_POLYSACCHARIDE_ANTIBODY_3DY_POSITIVE	22	16	5.749474722450298e-06	9.420379579421006e-05
Immune::GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN	121	54	5.872637550177041e-06	9.549067695782401e-05
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_UP	121	54	5.872637550177041e-06	9.549067695782401e-05
Immune::GSE4748_LPS_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP	121	54	5.872637550177041e-06	9.549067695782401e-05
Immune::GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP	101	47	5.884930264297892e-06	9.549067695782401e-05
Immune::GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_UP	101	47	5.884930264297892e-06	9.549067695782401e-05
GO_BP::GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	927	297	5.942908584050322e-06	9.624528979073003e-05
Immune::GSE29618_PDC_VS_MDC_DN	124	55	6.054435193395173e-06	9.786253725894433e-05
GO_BP::GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	20	15	6.139265388187505e-06	9.885277800672741e-05
Reactome::REACTOME_KINESINS	20	15	6.139265388187505e-06	9.885277800672741e-05
GO_BP::GOBP_TYPE_2_IMMUNE_RESPONSE	18	14	6.214665980223804e-06	9.987515882777297e-05
Immune::GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_UP	90	43	6.301063490972792e-06	0.00010087714050719609
Immune::GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_DN	90	43	6.301063490972792e-06	0.00010087714050719609
Immune::GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	130	57	6.3686056315185325e-06	0.00010157078449203227
Immune::GSE34006_WT_VS_A2AR_KO_TREG_DN	130	57	6.3686056315185325e-06	0.00010157078449203227
Immune::GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	63	33	6.4105126589743274e-06	0.00010204514363593099
GO_BP::GOBP_VIRAL_LIFE_CYCLE	187	76	6.543175746403379e-06	0.00010395966162230673
Immune::GSE3982_CENT_MEMORY_CD4_TCELL_VS_NKCELL_UP	107	49	6.560884607474736e-06	0.00010404397159188196
Immune::GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_UP	136	59	6.616728150949042e-06	0.00010473157067605947
Immune::GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_UP	139	60	6.716427768562925e-06	0.00010610943983140185
Immune::GSE25123_WT_VS_PPARG_KO_MACROPHAGE_UP	93	44	6.801454314312885e-06	0.00010725075233603531
Immune::GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	110	50	6.872272489424033e-06	0.00010816415368438689
Immune::GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	148	63	6.922344536948444e-06	0.00010874821782857771
Immune::GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	151	64	6.961528675599098e-06	0.00010903932671079562
Immune::GSE17721_CTRL_VS_CPG_2H_BMDC_DN	82	40	6.979868690391853e-06	0.00010903932671079562
Immune::GSE24142_DN2_VS_DN3_THYMOCYTE_UP	82	40	6.979868690391853e-06	0.00010903932671079562
Immune::GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_UP	113	51	7.164109502911053e-06	0.00011129576781466821
Immune::GSE5142_CTRL_VS_HTERT_TRANSDUCED_CD8_TCELL_EARLY_PASSAGE_CLONE_UP	113	51	7.164109502911053e-06	0.00011129576781466821
Immune::GSE7460_TCONV_VS_TREG_THYMUS_DN	113	51	7.164109502911053e-06	0.00011129576781466821
Immune::GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	96	45	7.287259029384803e-06	0.00011258345487570739
Immune::GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_NEURON_CELL_LINE_DN	96	45	7.287259029384803e-06	0.00011258345487570739
Immune::GSE36527_CD62L_HIGH_CD69_NEG_VS_CD62L_LOW_CD69_POS_TREG_KLRG1_NEG_DN	96	45	7.287259029384803e-06	0.00011258345487570739
GO_BP::GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	116	52	7.435398443000972e-06	0.00011450682172944915
Immune::GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_DN	74	37	7.439053265293812e-06	0.00011450682172944915
Immune::GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_UP	66	34	7.524041117007012e-06	0.00011560289547723778
GO_BP::GOBP_POST_EMBRYONIC_DEVELOPMENT	43	25	7.6220946134809005e-06	0.00011683089863518068
Immune::GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP	85	41	7.65967269631057e-06	0.00011683089863518068
Immune::GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP	85	41	7.65967269631057e-06	0.00011683089863518068
Immune::GSE2706_2H_VS_8H_R848_STIM_DC_DN	85	41	7.65967269631057e-06	0.00011683089863518068
GO_BP::GOBP_VIRAL_PROCESS	269	102	7.71416149603272e-06	0.00011744845878442557
Immune::GSE7348_UNSTIM_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN	99	46	7.755096590432123e-06	0.00011785779945133165
Immune::GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	48	27	7.796926680548487e-06	0.00011827923675067134
Immune::GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_UP	122	54	7.913676962264991e-06	0.00011983363905494766
GO_BP::GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	225	88	7.962643318583425e-06	0.00012035786450377723
Reactome::REACTOME_SARS_COV_INFECTIONS	298	111	8.023691760880141e-06	0.00012106250032738042
Immune::GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP	125	55	8.119936081438466e-06	0.00012229469261613519
Immune::GSE16385_ROSIGLITAZONE_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_UP	102	47	8.202070820285744e-06	0.00012308975332983384
Immune::GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_DN	102	47	8.202070820285744e-06	0.00012308975332983384
Immune::GSE18281_SUBCAPSULAR_VS_CENTRAL_CORTICAL_REGION_OF_THYMUS_DN	128	56	8.304139090066911e-06	0.00012439896933316306
Reactome::REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	216	85	8.583541698758211e-06	0.00012835531427964818
Immune::GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_UP	69	35	8.67846707678638e-06	0.00012954387955010845
Immune::GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_UP	137	59	8.726435218276757e-06	0.00013002853471780413
Immune::GSE19825_NAIVE_VS_IL2RAHIGH_DAY3_EFF_CD8_TCELL_UP	36	22	8.812610208477458e-06	0.00013107976425339964
Immune::GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_DN	91	43	8.981576788254798e-06	0.0001331209322909355
Immune::GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	91	43	8.981576788254798e-06	0.0001331209322909355
Immune::GSE42724_MEMORY_VS_B1_BCELL_DN	108	49	9.024182889081296e-06	0.0001332814617191954
Immune::GSE7219_WT_VS_NIK_NFKB2_KO_DC_DN	108	49	9.024182889081296e-06	0.0001332814617191954
GO_BP::GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	767	250	9.150437169453148e-06	0.00013490864220481978
Immune::GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP	94	44	9.612915541998455e-06	0.00014123073289286348
Immune::GSE8515_CTRL_VS_IL1_4H_STIM_MAC_DN	94	44	9.612915541998455e-06	0.00014123073289286348
GO_BP::GOBP_TUBE_DEVELOPMENT	312	115	9.726415408617442e-06	0.00014234183729552134
Immune::GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_DN	114	51	9.739446251952467e-06	0.00014234183729552134
Immune::GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	114	51	9.739446251952467e-06	0.00014234183729552134
Immune::GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_UP	72	36	9.858359842725785e-06	0.00014382918386195932
Reactome::REACTOME_CELL_CELL_COMMUNICATION	51	28	9.959140453767542e-06	0.00014504727303238875
Immune::GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_UP	117	52	1.0054332668013937e-05	0.00014592698399994622
Immune::GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_DN	117	52	1.0054332668013937e-05	0.00014592698399994622
Immune::GSE3920_UNTREATED_VS_IFNA_TREATED_FIBROBLAST_UP	97	45	1.021848628065131e-05	0.0001480533357657752
GO_BP::GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	27	18	1.030944664121764e-05	0.0001491137032296117
Immune::GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN	120	53	1.0339988153591837e-05	0.00014929803893370383
Immune::GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_UP	123	54	1.0596236287433267e-05	0.00015247311529207146
Immune::GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_DN	123	54	1.0596236287433267e-05	0.00015247311529207146
Immune::GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP	100	46	1.079462087403806e-05	0.00015506177142518026
Immune::GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN	126	55	1.0823159778504461e-05	0.0001552059613365366
Immune::GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_6H_UP	86	41	1.1009433898735823e-05	0.00015760774910664646
GO_BP::GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	34	21	1.1165403607597468e-05	0.0001595682638230582
Immune::GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	132	57	1.1190467994275002e-05	0.0001596544829999541
Immune::GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	135	58	1.1332032721251863e-05	0.00016121529737478328
Immune::GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN	103	47	1.1338303188833249e-05	0.00016121529737478328
GO_BP::GOBP_RESPONSE_TO_HORMONE	352	127	1.138710863273503e-05	0.0001616352864974859
GO_BP::GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	428	150	1.1493544426831782e-05	0.0001628705138457632
GO_BP::GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	106	48	1.184713281528718e-05	0.0001673158201808824
GO_BP::GOBP_T_CELL_PROLIFERATION	106	48	1.184713281528718e-05	0.0001673158201808824
Reactome::REACTOME_VIRAL_INFECTION_PATHWAYS	546	185	1.198789514851146e-05	0.00016901924773254223
Immune::GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN	78	38	1.2236474035045554e-05	0.0001722345313422771
Immune::GSE9601_UNTREATED_VS_NFKB_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP	54	29	1.2324941620765934e-05	0.00017318917128409617
GO_BP::GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	39	23	1.2749294094647738e-05	0.00017861216359859545
Immune::GSE23502_BM_VS_COLON_TUMOR_MYELOID_DERIVED_SUPPRESSOR_CELL_DN	112	50	1.2753449278288077e-05	0.00017861216359859545
GO_BP::GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	115	51	1.3148809115409865e-05	0.0001835363721616861
Immune::GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_UP	115	51	1.3148809115409865e-05	0.0001835363721616861
Immune::GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_UP	118	52	1.3504963733706892e-05	0.0001881945859835002
GO_BP::GOBP_REGULATION_OF_B_CELL_PROLIFERATION	32	20	1.4069600024870156e-05	0.00019573776883687521
Immune::GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN	124	54	1.4099911417119795e-05	0.00019583469681824165
GO_BP::GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE	23	16	1.4332691796229359e-05	0.00019817963192688678
GO_BP::GOBP_OSSIFICATION	127	55	1.4339615756302334e-05	0.00019817963192688678
Immune::GSE34205_HEALTHY_VS_FLU_INF_INFANT_PBMC_DN	127	55	1.4339615756302334e-05	0.00019817963192688678
Immune::GSE3982_MAC_VS_BASOPHIL_DN	130	56	1.45418508762302e-05	0.00020047264130358637
Immune::GSE41867_NAIVE_VS_DAY30_LCMV_CLONE13_EXHAUSTED_CD8_TCELL_UP	84	40	1.4553324419344868e-05	0.00020047264130358637
Immune::GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	136	58	1.4838284837630911e-05	0.00020406290410309133
Immune::GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN	101	46	1.4900907565820754e-05	0.00020458872924659623
Immune::GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_DN	142	60	1.4999468722688307e-05	0.00020527005402060718
Immune::GSE7831_UNSTIM_VS_CPG_STIM_PDC_4H_UP	142	60	1.4999468722688307e-05	0.00020527005402060718
Immune::GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP	145	61	1.5033051570001011e-05	0.0002053945759295415
GO_BP::GOBP_CELL_KILLING	87	41	1.5661578371863282e-05	0.00021363411538465214
Immune::GSE40274_FOXP3_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	47	26	1.722205401088414e-05	0.0002341585269000114
Immune::GSE6259_DEC205_POS_DC_VS_CD8_TCELL_DN	47	26	1.722205401088414e-05	0.0002341585269000114
Immune::SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP	179	72	1.7371893568465325e-05	0.0002358136167408667
Immune::THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_RESPONDERS_7DY_DN	431	150	1.7572239396446843e-05	0.00023814784539061805
Immune::GSE14415_NATURAL_TREG_VS_TCONV_UP	93	43	1.773555314104507e-05	0.0002395870455720243
Immune::GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP	93	43	1.773555314104507e-05	0.0002395870455720243
Immune::GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP	173	70	1.7925688787457045e-05	0.00024176624314787323
Immune::GSE14000_UNSTIM_VS_16H_LPS_DC_DN	119	52	1.8021629622379423e-05	0.00024267006565351684
Immune::GSE7852_LN_VS_FAT_TREG_DN	96	44	1.8688474227562463e-05	0.00025124617034458577
GO_BP::GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	687	225	1.8880492864021993e-05	0.00025310246458772767
Immune::GSE41978_ID2_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP	128	55	1.8886892696616703e-05	0.00025310246458772767
GO_BP::GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	71	35	1.9403519837898e-05	0.0002592307762608624
Reactome::REACTOME_SIGNALING_BY_GPCR	143	60	1.9405999224200928e-05	0.0002592307762608624
Immune::GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_KO_UP	99	45	1.9578923790853205e-05	0.00026029729268061417
Immune::GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	99	45	1.9578923790853205e-05	0.00026029729268061417
