term	set_size	overlap	pval	padj
Immune::GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP	122	55	3.357286777892138e-09	1.40115335934478e-07
Immune::GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_UP	141	61	3.425873855119963e-09	1.421267299390904e-07
Reactome::REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	457	150	3.4402313603838508e-09	1.421267299390904e-07
GO_BP::GOBP_ENDOTHELIAL_CELL_MIGRATION	86	43	3.6885564590709962e-09	1.5162005947337062e-07
Immune::GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_UP	53	31	4.306811564668135e-09	1.7614859299492673e-07
GO_BP::GOBP_CELLULAR_RESPONSE_TO_SALT	61	34	4.357002690924419e-09	1.7731483587941166e-07
GO_BP::GOBP_B_CELL_ACTIVATION	158	66	4.478967274414603e-09	1.8137600150847255e-07
Immune::GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_UP	126	56	4.5975626365921314e-09	1.852613909720376e-07
Immune::GSE1460_DP_VS_CD4_THYMOCYTE_DN	123	55	4.8286138520365815e-09	1.9267346980321578e-07
Immune::GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP	123	55	4.8286138520365815e-09	1.9267346980321578e-07
GO_BP::GOBP_TAXIS	139	60	5.112717001507001e-09	2.0301953918605467e-07
Immune::GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_UP	117	53	5.264111678643499e-09	2.070213150543453e-07
Immune::HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP	117	53	5.264111678643499e-09	2.070213150543453e-07
GO_BP::GOBP_B_CELL_DIFFERENTIATION	81	41	5.350809964493339e-09	2.0942404550026561e-07
Immune::GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN	111	51	5.63855993201468e-09	2.1963533449466707e-07
Immune::GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_UP	108	50	5.79207851635304e-09	2.2440159623903295e-07
Immune::GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_UP	133	58	5.815787090791563e-09	2.2440159623903295e-07
Immune::GSE24574_BCL6_HIGH_VS_LOW_TFH_CD4_TCELL_UP	140	60	7.113614333888893e-09	2.7318950822164855e-07
Reactome::REACTOME_VIRAL_INFECTION_PATHWAYS	558	175	7.662637921683245e-09	2.92898963548453e-07
GO_BP::GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	574	179	8.158351782727882e-09	3.1039682596611196e-07
Immune::GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_UP	109	50	8.509821012579694e-09	3.2227007353195325e-07
Immune::GSE11386_NAIVE_VS_MEMORY_BCELL_DN	100	47	9.095427693797415e-09	3.4241925635762453e-07
GO_BP::GOBP_REGULATION_OF_RESPONSE_TO_STRESS	745	222	9.17220941407699e-09	3.4241925635762453e-07
Immune::GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP	94	45	9.205952026368478e-09	3.4241925635762453e-07
GO_BP::GOBP_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	614	189	9.209319853139046e-09	3.4241925635762453e-07
Immune::GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_UP	154	64	9.793319342200344e-09	3.624857566479584e-07
GO_BP::GOBP_REGULATION_OF_CATALYTIC_ACTIVITY	654	199	9.948296383120618e-09	3.6656335321588584e-07
GO_BP::GOBP_LEUKOCYTE_PROLIFERATION	164	67	1.0132764804885234e-08	3.716861708697812e-07
GO_BP::GOBP_TISSUE_MIGRATION	119	53	1.0895229232964896e-08	3.9787042466809306e-07
GO_BP::GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS	333	115	1.1164263107091927e-08	4.0588298762671985e-07
GO_BP::GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	77	39	1.2350115065800462e-08	4.4700858954976895e-07
Immune::GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_UP	110	50	1.2407401352676538e-08	4.4710371394226465e-07
Immune::GSE36891_POLYIC_TLR3_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_UP	63	34	1.328540072319623e-08	4.766428855953735e-07
Immune::GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP	172	69	1.4882912327465798e-08	5.316254272431015e-07
Immune::GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_DN	117	52	1.635482067520421e-08	5.816627527094366e-07
Immune::GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN	133	57	1.6928223317322662e-08	5.994496395484821e-07
GO_BP::GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	72	37	1.7663134292967273e-08	6.201048863367909e-07
Immune::GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN	72	37	1.7663134292967273e-08	6.201048863367909e-07
GO_BP::GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	156	64	1.7878220693716917e-08	6.249736977547195e-07
GO_BP::GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	111	50	1.7955632025350195e-08	6.250088083717642e-07
Immune::GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP	127	55	1.9390562322148134e-08	6.692607586294167e-07
Immune::GSE27434_WT_VS_DNMT1_KO_TREG_DN	127	55	1.9390562322148134e-08	6.692607586294167e-07
Immune::GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP	153	63	1.9547729566830984e-08	6.718505372129304e-07
Immune::HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	78	39	1.965674598559664e-08	6.727706366618431e-07
Immune::HOWARD_MONOCYTE_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	99	46	2.0455238293708648e-08	6.971827051772364e-07
Immune::GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP	96	45	2.0834184930942922e-08	7.071520030502618e-07
GO_BP::GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION	121	53	2.1957518218361278e-08	7.422004091991539e-07
GO_BP::GOBP_MYELOID_CELL_DIFFERENTIATION	218	82	2.227950177672643e-08	7.499848746239597e-07
GO_BP::GOBP_AMIDE_BIOSYNTHETIC_PROCESS	593	182	2.285226407489824e-08	7.661127874289656e-07
GO_BP::GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	229	85	2.513604205444061e-08	8.39236016348262e-07
Immune::GSE22886_DC_VS_MONOCYTE_DN	144	60	2.5308880305531524e-08	8.415717109725523e-07
Immune::HOEK_NK_CELL_2011_2012_TIV_3D_VS_0DY_ADULT_3D_DN	48	28	2.6453463261005825e-08	8.760701598179256e-07
Immune::GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN	103	47	2.920081959958922e-08	9.631560658251606e-07
Immune::GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_UP	122	53	3.087349253220538e-08	1.0142376261583935e-06
Immune::GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_UP	168	67	3.1743494162169865e-08	1.038647128986198e-06
Immune::GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_UP	158	64	3.206608125021647e-08	1.045022090146497e-06
GO_BP::GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	135	57	3.223647131015361e-08	1.046406092528002e-06
GO_BP::GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	956	271	3.52212826442669e-08	1.138775067312661e-06
GO_BP::GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	182	71	3.598343911253701e-08	1.1553625741677565e-06
Reactome::REACTOME_CELLULAR_RESPONSES_TO_STIMULI	557	172	3.601680396244229e-08	1.1553625741677565e-06
Immune::GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_DN	113	50	3.679957180149459e-08	1.1758613177196318e-06
Immune::GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_UP	110	49	3.8736030872818205e-08	1.2329211382865871e-06
Immune::GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	54	30	3.9459782483759714e-08	1.2462587672477005e-06
Immune::NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN	54	30	3.9459782483759714e-08	1.2462587672477005e-06
GO_BP::GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	210	79	4.0188842432545096e-08	1.2618736544362187e-06
Immune::GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP	126	54	4.02627168469258e-08	1.2618736544362187e-06
Immune::GSE3720_UNSTIM_VS_LPS_STIM_VD2_GAMMADELTA_TCELL_UP	136	57	4.412738902152735e-08	1.3777177183057015e-06
GO_BP::GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	207	78	4.5130459573837484e-08	1.4036774118402687e-06
Immune::GSE14000_UNSTIM_VS_4H_LPS_DC_DN	120	52	4.609477036673928e-08	1.4282394757573007e-06
Immune::GSE2405_S_AUREUS_VS_A_PHAGOCYTOPHILUM_NEUTROPHIL_UP	77	38	4.6937795900118326e-08	1.4488723413696904e-06
GO_BP::GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	722	213	4.717097138023309e-08	1.450596037181604e-06
Immune::GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP	89	42	4.8350135198388715e-08	1.481288786227789e-06
Immune::GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_UP	143	59	5.061441507743894e-08	1.5448728184083975e-06
Immune::GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN	163	65	5.1181750834713556e-08	1.5563818655314382e-06
GO_BP::GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	747	219	5.1971001507991625e-08	1.574528860501376e-06
Immune::GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN	140	58	5.519695594387245e-08	1.6660926185272201e-06
Immune::GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_DN	127	54	5.5702392796761427e-08	1.6751675480790753e-06
Immune::GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_UP	108	48	5.813925033746939e-08	1.7420478672545776e-06
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_UP	124	53	5.991845213223475e-08	1.768078468574716e-06
Immune::GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_DN	124	53	5.991845213223475e-08	1.768078468574716e-06
Immune::GSE37301_HEMATOPOIETIC_STEM_CELL_VS_RAG2_KO_NK_CELL_DN	124	53	5.991845213223475e-08	1.768078468574716e-06
GO_BP::GOBP_OSSIFICATION	137	57	6.008873035009426e-08	1.768078468574716e-06
Immune::GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN	137	57	6.008873035009426e-08	1.768078468574716e-06
Reactome::REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	66	34	6.188155300982564e-08	1.8143050308973969e-06
GO_BP::GOBP_MYELOID_LEUKOCYTE_ACTIVATION	102	46	6.377806357433806e-08	1.8632305715645905e-06
GO_BP::GOBP_RESPONSE_TO_WOUNDING	181	70	6.751214765276911e-08	1.965300241279898e-06
Immune::GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_UP	154	62	6.876932412220959e-08	1.9947981252470725e-06
Immune::GSE25677_MPL_VS_R848_STIM_BCELL_DN	131	55	7.080507579709875e-08	2.046591943534515e-06
Immune::GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP	90	42	7.213643080799933e-08	2.0704421193313492e-06
Immune::GSE3565_DUSP1_VS_WT_SPLENOCYTES_UP	90	42	7.213643080799933e-08	2.0704421193313492e-06
Immune::GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP	78	38	7.285479331891394e-08	2.0837489837367696e-06
Immune::GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_DN	109	48	8.263611105352477e-08	2.3552731303757233e-06
Immune::GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP	122	52	8.910526156748835e-08	2.5308369431321344e-06
Immune::GSE42021_CD24INT_VS_CD24LOW_TREG_THYMUS_DN	103	46	9.168250608027573e-08	2.5950273347289116e-06
Immune::GSE2405_0H_VS_12H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	132	55	9.652407805512031e-08	2.722644684451325e-06
Immune::GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_UP	97	44	9.991820466422469e-08	2.8086972994960754e-06
Immune::GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_UP	91	42	1.0660328680532368e-07	2.986352349546396e-06
GO_BP::GOBP_RESPONSE_TO_GROWTH_FACTOR	257	91	1.0780767366139591e-07	3.0097841998300973e-06
GO_BP::GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	383	125	1.0867749657761443e-07	3.0237480340302246e-06
GO_BP::GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	113	49	1.0953859903051808e-07	3.0373753900665694e-06
Immune::GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_UP	76	37	1.1063117580580422e-07	3.0573074935522925e-06
Immune::GSE37301_HEMATOPOIETIC_STEM_CELL_VS_CD4_TCELL_UP	82	39	1.1178344388601405e-07	3.0787493972646294e-06
Immune::GSE6269_HEALTHY_VS_FLU_INF_PBMC_UP	126	53	1.1355855273639063e-07	3.1171441657170314e-06
GO_BP::GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	261	92	1.1671029024083778e-07	3.1929437263212474e-06
GO_BP::GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	56	30	1.187162879768013e-07	3.236997452167449e-06
Immune::GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN	156	62	1.2024621251775496e-07	3.2678206591203837e-06
Immune::GSE24574_NAIVE_VS_TCONV_CD4_TCELL_UP	107	47	1.2373429218828713e-07	3.3514785102655255e-06
GO_BP::GOBP_HUMORAL_IMMUNE_RESPONSE	59	31	1.3161704722798444e-07	3.553225895461758e-06
GO_BP::GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	240	86	1.3243084466059564e-07	3.563435228038396e-06
Immune::GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_UP	143	58	1.3407257257579118e-07	3.595782438262203e-06
GO_BP::GOBP_PROTEIN_PHOSPHORYLATION	559	170	1.3970518435574735e-07	3.734602640620959e-06
Immune::GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_UP	117	50	1.4244224447150323e-07	3.7803469470725096e-06
Immune::GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_DN	160	63	1.4248022500805286e-07	3.7803469470725096e-06
Immune::GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_8H_UP	62	32	1.4280283699821583e-07	3.7803469470725096e-06
GO_BP::GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	446	141	1.447747799819773e-07	3.820186129847014e-06
Immune::GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_UP	150	60	1.4684637672603477e-07	3.862390230286059e-06
Immune::SCHERER_PBMC_YF_VAX_AGE_18_40YO_4_TO_7DY_UP	205	76	1.4734366111935402e-07	3.863048551142038e-06
Immune::GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_10DY_DN	65	33	1.5208151165650045e-07	3.974526406869565e-06
Immune::GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_UP	127	53	1.5499607269315204e-07	4.037795779076382e-06
Immune::GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN	89	41	1.609801281123485e-07	4.154228523368491e-06
Immune::GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP	89	41	1.609801281123485e-07	4.154228523368491e-06
Immune::GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_UP	137	56	1.6132086745045581e-07	4.154228523368491e-06
GO_BP::GOBP_WOUND_HEALING	147	59	1.620047553734167e-07	4.154228523368491e-06
Immune::GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_DN	147	59	1.620047553734167e-07	4.154228523368491e-06
Immune::GSE24671_CTRL_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP	86	40	1.6495998875792519e-07	4.216789712624462e-06
Immune::GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_UP	83	39	1.6784190218004658e-07	4.263809813145283e-06
Immune::GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP	83	39	1.6784190218004658e-07	4.263809813145283e-06
Immune::GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_DN	171	66	1.7488298182674238e-07	4.419576651931894e-06
Immune::GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_UP	154	61	1.750541363356887e-07	4.419576651931894e-06
Immune::GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN	134	55	1.765498291736306e-07	4.4436233927393796e-06
Immune::GSE42021_TREG_PLN_VS_TREG_PRECURSORS_THYMUS_DN	144	58	1.7851213160142855e-07	4.465532833332371e-06
Immune::GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_DN	144	58	1.7851213160142855e-07	4.465532833332371e-06
Immune::GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN	121	51	1.8204375456551895e-07	4.539993635201051e-06
Reactome::REACTOME_INTERFERON_SIGNALING	185	70	1.8428021591193192e-07	4.581799897141651e-06
Immune::THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_RESPONDERS_7DY_DN	444	140	1.9141311649213585e-07	4.744725130017185e-06
GO_BP::GOBP_GENERATION_OF_NEURONS	448	141	1.9528567582205575e-07	4.826093136629656e-06
Immune::GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_UP	118	50	1.9660798197177524e-07	4.844136423280487e-06
Immune::GSE7764_IL15_NK_CELL_24H_VS_SPLENOCYTE_DN	138	56	2.1589809906699735e-07	5.297999658253758e-06
Immune::GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	96	43	2.16872603326365e-07	5.297999658253758e-06
Immune::GSE43863_NAIVE_VS_MEMORY_TH1_CD4_TCELL_D150_LCMV_UP	60	31	2.169718686448666e-07	5.297999658253758e-06
Immune::GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_UP	172	66	2.256144320796855e-07	5.492637066701867e-06
Immune::GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_DN	112	48	2.2754507706054123e-07	5.523200980282573e-06
Immune::GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN	125	52	2.290180584319963e-07	5.542508041342396e-06
Immune::GSE360_CTRL_VS_T_GONDII_DC_DN	90	41	2.353187319792531e-07	5.6781924117707684e-06
GO_BP::GOBP_LEUKOCYTE_CHEMOTAXIS	84	39	2.49392553937717e-07	6.000091444736839e-06
GO_BP::GOBP_CELL_CHEMOTAXIS	106	46	2.602649572579049e-07	6.243306012814258e-06
Immune::GSE3982_MEMORY_CD4_TCELL_VS_TH1_UP	129	53	2.840064921636005e-07	6.792903818415941e-06
Immune::GSE2706_UNSTIM_VS_2H_LPS_DC_DN	97	43	3.1000295781658744e-07	7.332489707574546e-06
Immune::GSE2706_UNSTIM_VS_2H_R848_DC_DN	97	43	3.1000295781658744e-07	7.332489707574546e-06
Immune::GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_DN	97	43	3.1000295781658744e-07	7.332489707574546e-06
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN	126	52	3.1015176513701627e-07	7.332489707574546e-06
Immune::GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_DN	146	58	3.1212781082823244e-07	7.3547156486504545e-06
Immune::GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_UP	113	48	3.1468832237501947e-07	7.3547156486504545e-06
Immune::GSE42021_TREG_PLN_VS_CD24LO_TREG_THYMUS_DN	113	48	3.1468832237501947e-07	7.3547156486504545e-06
Immune::GSE7509_UNSTIM_VS_IFNA_STIM_IMMATURE_DC_DN	113	48	3.1468832237501947e-07	7.3547156486504545e-06
Immune::GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_10DY_UP	136	55	3.163671291906384e-07	7.3728863725909455e-06
Immune::GSE3982_MEMORY_CD4_TCELL_VS_TH2_UP	133	54	3.476062930910652e-07	8.077896242854866e-06
Immune::GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_DN	88	40	3.546594732961654e-07	8.203266183369066e-06
Immune::THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_RESPONDERS_28DY_DN	618	183	3.550068739502016e-07	8.203266183369066e-06
Immune::GSE22886_IGM_MEMORY_BCELL_VS_BM_PLASMA_CELL_UP	150	59	3.696402595813706e-07	8.517344572889048e-06
Immune::HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP	82	38	3.769791414204582e-07	8.662048811290304e-06
Immune::GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_UP	101	44	4.1398148356039667e-07	9.485626149927297e-06
Immune::GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_DN	137	55	4.2036157304076127e-07	9.604909685679964e-06
GO_BP::GOBP_REGULATION_OF_HYDROLASE_ACTIVITY	327	108	4.262887553162214e-07	9.713208965143986e-06
Immune::GSE3920_UNTREATED_VS_IFNA_TREATED_FIBROBLAST_UP	98	43	4.3957009886853117e-07	9.988009468734958e-06
Immune::GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_UP	124	51	4.567834405794035e-07	1.032179155784398e-05
Immune::GSE30083_SP1_VS_SP4_THYMOCYTE_DN	124	51	4.567834405794035e-07	1.032179155784398e-05
Reactome::REACTOME_SARS_COV_2_HOST_INTERACTIONS	151	59	4.82439222010988e-07	1.0871495416115378e-05
Immune::GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP	121	50	4.98585161252178e-07	1.1158901911092343e-05
GO_BP::GOBP_EPITHELIAL_CELL_PROLIFERATION	141	56	5.027558603327891e-07	1.1158901911092343e-05
Immune::GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP	141	56	5.027558603327891e-07	1.1158901911092343e-05
Immune::GSE37533_PPARG2_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_DN	141	56	5.027558603327891e-07	1.1158901911092343e-05
Immune::GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	108	46	5.03409565869683e-07	1.1158901911092343e-05
GO_BP::GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE	158	61	5.047425069809495e-07	1.1158901911092343e-05
Immune::GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP	158	61	5.047425069809495e-07	1.1158901911092343e-05
Immune::GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_DN	131	53	5.094196884979225e-07	1.1231948926989235e-05
Immune::HOFT_PBMC_TICE_BCG_RBCG_AG85A_AG85B_AGE_18_40YO_CORRELATED_WITH_WHOLE_BLOOD_BACTERICIDAL_ACTIVITY_NEGATIVE	27	18	5.161789273167498e-07	1.1350386089922079e-05
Immune::GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_DN	37	22	5.295581240486479e-07	1.1613365830343002e-05
Immune::GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_DN	148	58	5.361062665432974e-07	1.1694264694197794e-05
Immune::GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN	148	58	5.361062665432974e-07	1.1694264694197794e-05
GO_BP::GOBP_NEUROGENESIS	546	164	5.723928576282289e-07	1.2452589296273704e-05
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	102	44	5.793399152587183e-07	1.2530657094720868e-05
Immune::GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP	102	44	5.793399152587183e-07	1.2530657094720868e-05
Immune::GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	77	36	5.82108764791434e-07	1.2530657094720868e-05
Immune::GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	77	36	5.82108764791434e-07	1.2530657094720868e-05
GO_BP::GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	74	35	5.899030740414608e-07	1.2611057997879433e-05
Immune::GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_DN	74	35	5.899030740414608e-07	1.2611057997879433e-05
Immune::GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_DN	115	48	5.904688524679491e-07	1.2611057997879433e-05
Immune::GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_UP	125	51	6.137568796269411e-07	1.3040340974930852e-05
Immune::GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_DN	125	51	6.137568796269411e-07	1.3040340974930852e-05
Immune::GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	99	43	6.18429812446611e-07	1.3105585144593983e-05
GO_BP::GOBP_RESPONSE_TO_VIRUS	266	91	6.365673654339837e-07	1.3455093150516762e-05
Immune::GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP	112	47	6.404634374993166e-07	1.3502553914289716e-05
GO_BP::GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	159	61	6.511774648799654e-07	1.3693140521126264e-05
GO_BP::GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	285	96	7.002161497042242e-07	1.4686584883539881e-05
